time,tau1,tau2,tau3,tau4,tau5,tau6,tau7
0.212000,1.724199,10.840392,3.158088,-6.275026,-0.198729,-0.534590,-0.000000
0.213000,1.781712,10.785969,3.196033,-6.262006,-0.196122,-0.595794,0.000000
0.214000,1.781712,10.785969,3.196033,-6.262006,-0.196122,-0.595794,0.000000
0.215000,1.839279,10.729733,3.233696,-6.246423,-0.193204,-0.655662,0.000000
0.216000,1.839279,10.729733,3.233696,-6.246423,-0.193204,-0.655662,0.000000
0.217000,1.896841,10.671709,3.271038,-6.228319,-0.189992,-0.714199,0.000000
0.218000,1.896841,10.671709,3.271038,-6.228319,-0.189992,-0.714199,0.000000
0.219000,1.953324,10.611849,3.307003,-6.207171,-0.186521,-0.770841,-0.000000
0.220000,1.953324,10.611849,3.307003,-6.207171,-0.186521,-0.770841,-0.000000
0.221000,2.007362,10.549997,3.340234,-6.182255,-0.182823,-0.824846,-0.000000
0.222000,2.007362,10.549997,3.340234,-6.182255,-0.182823,-0.824846,-0.000000
0.223000,2.058625,10.486199,3.370436,-6.153635,-0.178928,-0.876094,-0.000000
0.224000,2.058625,10.486199,3.370436,-6.153635,-0.178928,-0.876094,-0.000000
0.225000,2.107012,10.420505,3.397545,-6.121480,-0.174859,-0.924588,-0.000000
0.226000,2.107012,10.420505,3.397545,-6.121480,-0.174859,-0.924588,-0.000000
0.227000,2.152434,10.352996,3.421506,-6.086002,-0.170643,-0.970342,0.000000
0.228000,2.152434,10.352996,3.421506,-6.086002,-0.170643,-0.970342,0.000000
0.229000,2.194822,10.283716,3.442282,-6.047362,-0.166299,-1.013370,0.000000
0.230000,2.194822,10.283716,3.442282,-6.047362,-0.166299,-1.013370,0.000000
0.231000,2.215108,10.248555,3.451731,-6.027161,-0.164091,-1.034021,-0.000000
0.232000,2.215108,10.248555,3.451731,-6.027161,-0.164091,-1.034021,-0.000000
0.233000,2.252808,10.176779,3.467655,-5.984171,-0.159597,-1.072999,-0.000000
0.234000,2.252808,10.176779,3.467655,-5.984171,-0.159597,-1.072999,-0.000000
0.235000,2.288424,10.103365,3.481417,-5.938793,-0.154992,-1.109845,-0.000000
0.236000,2.288424,10.103365,3.481417,-5.938793,-0.154992,-1.109845,-0.000000
0.237000,2.320820,10.028431,3.491909,-5.890900,-0.150327,-1.144058,0.000000
0.238000,2.320820,10.028431,3.491909,-5.890900,-0.150327,-1.144058,0.000000
0.239000,2.349946,9.952032,3.499109,-5.840649,-0.145615,-1.175659,-0.000000
0.240000,2.349946,9.952032,3.499109,-5.840649,-0.145615,-1.175659,-0.000000
0.241000,2.375782,9.874251,3.503020,-5.788241,-0.140875,-1.204689,0.000000
0.242000,2.375782,9.874251,3.503020,-5.788241,-0.140875,-1.204689,0.000000
0.243000,2.398319,9.795163,3.503660,-5.733858,-0.136118,-1.231190,-0.000000
0.244000,2.398319,9.795163,3.503660,-5.733858,-0.136118,-1.231190,-0.000000
0.245000,2.417559,9.714836,3.501052,-5.677676,-0.131357,-1.255206,-0.000000
0.246000,2.417559,9.714836,3.501052,-5.677676,-0.131357,-1.255206,-0.000000
0.247000,2.433512,9.633344,3.495229,-5.619868,-0.126603,-1.276786,0.000000
0.248000,2.433512,9.633344,3.495229,-5.619868,-0.126603,-1.276786,0.000000
0.249000,2.446198,9.550757,3.486230,-5.560601,-0.121866,-1.295980,0.000000
0.250000,2.446198,9.550757,3.486230,-5.560601,-0.121866,-1.295980,0.000000
0.251000,2.455646,9.467139,3.474102,-5.500032,-0.117154,-1.312841,-0.000000
0.252000,2.455646,9.467139,3.474102,-5.500032,-0.117154,-1.312841,-0.000000
0.253000,2.461887,9.382568,3.458896,-5.438328,-0.112477,-1.327426,0.000000
0.254000,2.461887,9.382568,3.458896,-5.438328,-0.112477,-1.327426,0.000000
0.255000,2.464966,9.297113,3.440671,-5.375640,-0.107840,-1.339790,-0.000000
0.256000,2.464925,9.210850,3.419486,-5.312126,-0.103252,-1.349994,0.000000
0.257000,2.464925,9.210850,3.419486,-5.312126,-0.103252,-1.349994,0.000000
0.258000,2.461379,9.124015,3.394982,-5.248032,-0.098733,-1.357924,0.000000
0.259000,2.461379,9.124015,3.394982,-5.248032,-0.098733,-1.357924,0.000000
0.260000,2.454870,9.036519,3.367704,-5.183416,-0.094271,-1.363834,0.000000
0.261000,2.454870,9.036519,3.367704,-5.183416,-0.094271,-1.363834,0.000000
0.262000,2.445470,8.948411,3.337734,-5.118392,-0.089870,-1.367786,-0.000000
0.263000,2.445470,8.948411,3.337734,-5.118392,-0.089870,-1.367786,-0.000000
0.264000,2.439427,8.850685,3.310532,-5.040235,-0.084825,-1.370326,0.000000
0.265000,2.439427,8.850685,3.310532,-5.040235,-0.084825,-1.370326,0.000000
0.266000,2.425612,8.759267,3.276369,-4.971481,-0.080423,-1.370547,0.000000
0.267000,2.425612,8.759267,3.276369,-4.971481,-0.080423,-1.370547,0.000000
0.268000,2.407912,8.669113,3.238698,-4.905050,-0.076226,-1.368886,-0.000000
0.269000,2.407912,8.669113,3.238698,-4.905050,-0.076226,-1.368886,-0.000000
0.270000,2.387600,8.578585,3.198651,-4.838649,-0.072104,-1.365514,-0.000000
0.271000,2.387600,8.578585,3.198651,-4.838649,-0.072104,-1.365514,-0.000000
0.272000,2.364761,8.487746,3.156324,-4.772383,-0.068059,-1.360497,-0.000000
0.273000,2.364761,8.487746,3.156324,-4.772383,-0.068059,-1.360497,-0.000000
0.274000,2.339483,8.396644,3.111805,-4.706335,-0.064091,-1.353898,0.000000
0.275000,2.339483,8.396644,3.111805,-4.706335,-0.064091,-1.353898,0.000000
0.276000,2.311846,8.305351,3.065186,-4.640615,-0.060203,-1.345784,0.000000
0.277000,2.311846,8.305351,3.065186,-4.640615,-0.060203,-1.345784,0.000000
0.278000,2.281948,8.213881,3.016563,-4.575256,-0.056393,-1.336214,-0.000000
0.279000,2.281948,8.213881,3.016563,-4.575256,-0.056393,-1.336214,-0.000000
0.280000,2.249867,8.122331,2.966022,-4.510390,-0.052664,-1.325255,0.000000
0.281000,2.249867,8.122331,2.966022,-4.510390,-0.052664,-1.325255,0.000000
0.282000,2.232987,8.076571,2.940014,-4.478195,-0.050831,-1.319258,0.000000
0.283000,2.232987,8.076571,2.940014,-4.478195,-0.050831,-1.319258,0.000000
0.284000,2.197801,7.984944,2.886770,-4.414144,-0.047220,-1.306325,-0.000000
0.285000,2.197801,7.984944,2.886770,-4.414144,-0.047220,-1.306325,-0.000000
0.286000,2.160511,7.893085,2.831670,-4.350432,-0.043685,-1.292056,0.000000
0.287000,2.160511,7.893085,2.831670,-4.350432,-0.043685,-1.292056,0.000000
0.288000,2.121321,7.801270,2.774943,-4.287392,-0.040229,-1.276593,0.000000
0.289000,2.121321,7.801270,2.774943,-4.287392,-0.040229,-1.276593,0.000000
0.290000,2.080322,7.709564,2.716682,-4.225107,-0.036854,-1.260000,0.000000
0.291000,2.080322,7.709564,2.716682,-4.225107,-0.036854,-1.260000,0.000000
0.292000,2.037609,7.617996,2.656983,-4.163612,-0.033557,-1.242338,0.000000
0.293000,2.037609,7.617996,2.656983,-4.163612,-0.033557,-1.242338,0.000000
0.294000,1.993271,7.526618,2.595937,-4.102967,-0.030340,-1.223663,0.000000
0.295000,1.993271,7.526618,2.595937,-4.102967,-0.030340,-1.223663,0.000000
0.296000,1.947404,7.435452,2.533637,-4.043198,-0.027200,-1.204035,-0.000000
0.297000,1.947404,7.435452,2.533637,-4.043198,-0.027200,-1.204035,-0.000000
0.298000,1.900097,7.344536,2.470176,-3.984346,-0.024136,-1.183509,-0.000000
0.299000,1.900097,7.344536,2.470176,-3.984346,-0.024136,-1.183509,-0.000000
0.300000,1.851438,7.253923,2.405639,-3.926465,-0.021149,-1.162142,-0.000000
0.301000,1.851438,7.253923,2.405639,-3.926465,-0.021149,-1.162142,-0.000000
0.302000,1.801520,7.163622,2.340119,-3.869572,-0.018236,-1.139989,0.000000
0.303000,1.801520,7.163622,2.340119,-3.869572,-0.018236,-1.139989,0.000000
0.304000,1.750415,7.073666,2.273686,-3.813816,-0.015399,-1.117114,0.000000
0.305000,1.750415,7.073666,2.273686,-3.813816,-0.015399,-1.117114,0.000000
0.306000,1.698226,6.984095,2.206443,-3.759104,-0.012633,-1.093557,-0.000000
0.307000,1.698226,6.984095,2.206443,-3.759104,-0.012633,-1.093557,-0.000000
0.308000,1.645037,6.894928,2.138473,-3.705446,-0.009938,-1.069368,0.000000
0.309000,1.590934,6.806194,2.069858,-3.652863,-0.007312,-1.044597,0.000000
0.310000,1.590934,6.806194,2.069858,-3.652863,-0.007312,-1.044597,0.000000
0.311000,1.536520,6.718167,2.001225,-3.601668,-0.004755,-1.019539,-0.000000
0.312000,1.536520,6.718167,2.001225,-3.601668,-0.004755,-1.019539,-0.000000
0.313000,1.481387,6.630610,1.932138,-3.551559,-0.002263,-0.994006,-0.000000
0.314000,1.481387,6.630610,1.932138,-3.551559,-0.002263,-0.994006,-0.000000
0.315000,1.425603,6.543552,1.862662,-3.502562,0.000163,-0.968041,0.000000
0.316000,1.425603,6.543552,1.862662,-3.502562,0.000163,-0.968041,0.000000
0.317000,1.425603,6.543552,1.862662,-3.502562,0.000163,-0.968041,0.000000
0.318000,1.369246,6.457006,1.792875,-3.454677,0.002526,-0.941688,0.000000
0.319000,1.311811,6.370739,1.722245,-3.407617,0.004826,-0.914725,0.000000
0.320000,1.311811,6.370739,1.722245,-3.407617,0.004826,-0.914725,0.000000
0.321000,1.254521,6.285258,1.652038,-3.361954,0.007065,-0.887717,0.000000
0.322000,1.254521,6.285258,1.652038,-3.361954,0.007065,-0.887717,0.000000
0.323000,1.196882,6.200340,1.581737,-3.317415,0.009245,-0.860448,0.000000
0.324000,1.196882,6.200340,1.581737,-3.317415,0.009245,-0.860448,0.000000
0.325000,1.138963,6.115977,1.511405,-3.273972,0.011365,-0.832954,0.000000
0.326000,1.138963,6.115977,1.511405,-3.273972,0.011365,-0.832954,0.000000
0.327000,1.080824,6.032200,1.441101,-3.231650,0.013429,-0.805274,-0.000000
0.328000,1.080824,6.032200,1.441101,-3.231650,0.013429,-0.805274,-0.000000
0.329000,1.022534,5.949011,1.370890,-3.190434,0.015436,-0.777441,-0.000000
0.330000,1.022534,5.949011,1.370890,-3.190434,0.015436,-0.777441,-0.000000
