time,tau1,tau2,tau3,tau4,tau5,tau6,tau7
0,-2.42074e-13,-0.274728,-1.99699e-13,0.401276,1.98817e-12,3.80574e-11,-3.00959e-13
0,-2.41737e-13,-0.275363,-1.99406e-13,0.399874,1.98746e-12,3.81166e-11,-2.78568e-13
0,-2.41398e-13,-0.275987,-1.99111e-13,0.398474,1.98672e-12,3.81759e-11,-2.56272e-13
0,-2.41055e-13,-0.276601,-1.98815e-13,0.397073,1.98596e-12,3.82353e-11,-2.34075e-13
0,-2.4071e-13,-0.277205,-1.98516e-13,0.395674,1.98518e-12,3.82948e-11,-2.11975e-13
0,-2.40363e-13,-0.277797,-1.98215e-13,0.394275,1.98438e-12,3.83544e-11,-1.89971e-13
0,-2.40013e-13,-0.27838,-1.97911e-13,0.392878,1.98357e-12,3.84141e-11,-1.68064e-13
0,-2.3966e-13,-0.278951,-1.97606e-13,0.391481,1.98273e-12,3.84739e-11,-1.46255e-13
0,-1.81855e-13,-0.279024,-1.4962e-13,0.391174,1.58758e-12,3.49241e-11,6.99162e-13
0,-1.65367e-13,-0.278949,-1.35927e-13,0.391174,1.47606e-12,3.39713e-11,9.53163e-13
0,-1.65106e-13,-0.278865,-1.35703e-13,0.391174,1.47564e-12,3.40335e-11,9.71305e-13
0,-1.6486e-13,-0.278774,-1.35492e-13,0.391174,1.47525e-12,3.40951e-11,9.88452e-13
0,-1.64615e-13,-0.278674,-1.35281e-13,0.391174,1.47485e-12,3.41567e-11,1.00555e-12
0,-1.6437e-13,-0.278567,-1.35072e-13,0.391174,1.47446e-12,3.42183e-11,1.02259e-12
0,-1.64127e-13,-0.278451,-1.34863e-13,0.391174,1.47407e-12,3.42798e-11,1.03958e-12
0,-1.63885e-13,-0.278328,-1.34655e-13,0.391174,1.47368e-12,3.43413e-11,1.05652e-12
0,-1.63643e-13,-0.278198,-1.34448e-13,0.391174,1.4733e-12,3.44028e-11,1.07341e-12
0,-1.63403e-13,-0.278059,-1.34241e-13,0.391174,1.47291e-12,3.44642e-11,1.09024e-12
0,-1.63163e-13,-0.277913,-1.34035e-13,0.391174,1.47253e-12,3.45257e-11,1.10702e-12
0,-1.62924e-13,-0.277759,-1.3383e-13,0.391174,1.47215e-12,3.45871e-11,1.12376e-12
0,-1.62686e-13,-0.277597,-1.33626e-13,0.391174,1.47176e-12,3.46484e-11,1.14044e-12
0,-1.62449e-13,-0.277427,-1.33423e-13,0.391174,1.47138e-12,3.47098e-11,1.15707e-12
0,-1.62213e-13,-0.27725,-1.3322e-13,0.391174,1.47101e-12,3.47711e-11,1.17365e-12
0,-1.61978e-13,-0.277066,-1.33018e-13,0.391174,1.47063e-12,3.48324e-11,1.19018e-12
0,-1.61744e-13,-0.276874,-1.32817e-13,0.391174,1.47025e-12,3.48936e-11,1.20666e-12
0,-1.6151e-13,-0.276674,-1.32617e-13,0.391174,1.46988e-12,3.49549e-11,1.22309e-12
0,-1.61278e-13,-0.276467,-1.32418e-13,0.391174,1.4695e-12,3.50161e-11,1.23947e-12
0,-1.61047e-13,-0.276252,-1.32219e-13,0.391174,1.46913e-12,3.50772e-11,1.2558e-12
0,-1.60816e-13,-0.27603,-1.32021e-13,0.391174,1.46876e-12,3.51384e-11,1.27208e-12
0,-1.60587e-13,-0.275801,-1.31824e-13,0.391174,1.46839e-12,3.51995e-11,1.28831e-12
0,-1.60358e-13,-0.275564,-1.31628e-13,0.391174,1.46803e-12,3.52606e-11,1.3045e-12
0,-1.6013e-13,-0.27532,-1.31432e-13,0.391174,1.46766e-12,3.53217e-11,1.32063e-12
0,-1.59904e-13,-0.275068,-1.31238e-13,0.391174,1.46729e-12,3.53827e-11,1.33672e-12
0,-1.59678e-13,-0.274809,-1.31044e-13,0.391174,1.46693e-12,3.54437e-11,1.35276e-12
0,-1.59453e-13,-0.274543,-1.30851e-13,0.391174,1.46657e-12,3.55047e-11,1.36875e-12
0,-1.59229e-13,-0.27427,-1.30658e-13,0.391174,1.46621e-12,3.55657e-11,1.38469e-12
0,-1.59006e-13,-0.273989,-1.30467e-13,0.391174,1.46585e-12,3.56266e-11,1.40058e-12
0,-1.58785e-13,-0.273702,-1.30276e-13,0.391174,1.46549e-12,3.56875e-11,1.41643e-12
0,-1.58564e-13,-0.273407,-1.30087e-13,0.391174,1.46514e-12,3.57484e-11,1.43223e-12
0,-1.58344e-13,-0.273105,-1.29898e-13,0.391174,1.46478e-12,3.58092e-11,1.44798e-12
0,-1.58125e-13,-0.272796,-1.2971e-13,0.391174,1.46443e-12,3.58701e-11,1.46369e-12
0,-1.57907e-13,-0.27248,-1.29523e-13,0.391174,1.46408e-12,3.59309e-11,1.47935e-12
0,-1.5769e-13,-0.272157,-1.29336e-13,0.391174,1.46372e-12,3.59917e-11,1.49496e-12
0,-1.57474e-13,-0.271827,-1.2915e-13,0.391174,1.46337e-12,3.60524e-11,1.51053e-12
0,-1.57259e-13,-0.27149,-1.28966e-13,0.391174,1.46303e-12,3.61131e-11,1.52605e-12
0,-1.57045e-13,-0.271147,-1.28782e-13,0.391174,1.46268e-12,3.61738e-11,1.54152e-12
