time,x,y,z,xdot,ydot,zdot,xddot,yddot,zddot
2.207978994413407836e+00,3.064450099946476325e-01,-1.387576268498178075e-03,4.850210407122205747e-01,8.625352972372568941e-03,1.259701404626693052e-03,-1.125399171110851373e-02,5.177240701431018444e-02,1.423638884030471036e-02,-4.447775719940370853e-02
2.308341675977653829e+00,3.076669977113157817e-01,-1.146798325469496277e-03,4.836074774450550007e-01,1.572608319139562685e-02,3.538455425699747834e-03,-1.691510949531282310e-02,7.075070243592107566e-02,2.270519266281601986e-02,-5.640660149739444573e-02
2.408704357541899377e+00,3.096803064512188564e-01,-6.412026819477321211e-04,4.815814403246219122e-01,2.439458135291046326e-02,6.536915930298028629e-03,-2.345920272623048392e-02,8.637172728357016271e-02,2.987624939733059259e-02,-6.520444779794516699e-02
2.509067039106145369e+00,3.126215532001525577e-01,1.957312952410446521e-04,4.788642038894900255e-01,3.421777740617509833e-02,1.014127489012210670e-02,-3.068913992028437371e-02,9.787697877498870158e-02,3.591333854025009764e-02,-7.203810302164696810e-02
2.609429720670390918e+00,3.166276001579605981e-01,1.426993806031709141e-03,4.754010784713215698e-01,4.561362796024330535e-02,1.439498682788486854e-02,-3.832307386660167847e-02,1.135466926197394449e-01,4.238340259013312350e-02,-7.606347127573055700e-02
2.709792402234636910e+00,3.218593303817728901e-01,3.103529289927364938e-03,4.711900040672906687e-01,5.864285746383851583e-02,1.901455260978837658e-02,-4.559406223214317044e-02,1.298214565466220827e-01,4.602872013684044389e-02,-7.244713126648638646e-02
2.810155083798882902e+00,3.284606256314830386e-01,5.267335577895037105e-03,4.662520643240766205e-01,7.290594427845903391e-02,2.410518580777355757e-02,-5.280784704831156806e-02,1.421154416394323772e-01,5.072237129023381141e-02,-7.187716294278759244e-02
2.910517765363128451e+00,3.365325295602146216e-01,7.929738990514230076e-03,4.606435936887258720e-01,8.794874399657387487e-02,2.895045940064770035e-02,-5.895621799932488499e-02,1.498843941160080684e-01,4.827764182219970029e-02,-6.126152525206810667e-02
3.010880446927374443e+00,3.461435154712959039e-01,1.106992678657729365e-02,4.544575977506351561e-01,1.035763480253831942e-01,3.362634199844436594e-02,-6.431661293098174526e-02,1.557113040946949967e-01,4.658985316971089863e-02,-5.341024022186446202e-02
3.111243128491619991e+00,3.573298011918104033e-01,1.465933799093001311e-02,4.477772959898265182e-01,1.193408866711361399e-01,3.790246030951321260e-02,-6.880660890187283163e-02,1.570757018450278097e-01,4.260665662197905823e-02,-4.473770430313660923e-02
3.211605810055865984e+00,3.701063766772439423e-01,1.866415159192826717e-02,4.406830721264317074e-01,1.352672064228050974e-01,4.190436706057105998e-02,-7.256513909897158165e-02,1.586876666051807716e-01,3.987445023074717709e-02,-3.744947961252684254e-02
3.311968491620111976e+00,3.843996806881178618e-01,2.300895476992788000e-02,4.332567813756058595e-01,1.495658368578140496e-01,4.467767937903800030e-02,-7.542394678594495361e-02,1.424695934001710407e-01,2.763290373714899148e-02,-2.848476786805799466e-02
3.412331173184357525e+00,4.000741928890602095e-01,2.759128850934922800e-02,4.255717890151828886e-01,1.627915445242000547e-01,4.663781096062633719e-02,-7.772047384222528776e-02,1.317791380247224642e-01,1.953048235696637144e-02,-2.288228074904759962e-02
3.512693854748603517e+00,4.170086009278363703e-01,3.232121707030682911e-02,4.176757988822314971e-01,1.746726956662306429e-01,4.761890851392853313e-02,-7.962865254389801806e-02,1.183821611464717372e-01,9.775521518664891107e-03,-1.901283098390752282e-02
3.613056536312849065e+00,4.350680338752437870e-01,3.709986419209370528e-02,4.095967846790915523e-01,1.852107324354169415e-01,4.760866108280237263e-02,-8.136772732999512925e-02,1.049995536681681135e-01,-1.021039988812928734e-04,-1.732790275221831461e-02
3.713419217877095058e+00,4.541121208281734267e-01,4.182612797553775935e-02,4.013384663775611538e-01,1.942946107082656748e-01,4.657502771029951860e-02,-8.320177545364573768e-02,9.051051776684349015e-02,-1.029898121884269442e-02,-1.827420406734120775e-02
3.813781899441341050e+00,4.739830455863492942e-01,4.639731898111960906e-02,3.928756131960394749e-01,2.016877295096114742e-01,4.451841328461171587e-02,-8.544364233751328142e-02,7.366402218550932579e-02,-2.049182418836915931e-02,-2.233765428469986283e-02
3.914144581005586598e+00,4.944935429294443630e-01,5.071267899905528703e-02,3.841503867301326869e-01,2.070398378176035448e-01,4.147689793419537946e-02,-8.843027832534690325e-02,5.332767343971352159e-02,-3.030524197850726145e-02,-2.975843153335600011e-02
4.014507262569832591e+00,5.154199290211057827e-01,5.467714003681170554e-02,3.750720784033972910e-01,2.099754464594656700e-01,3.752579461978193531e-02,-9.247976084940359720e-02,2.925000205363112449e-02,-3.936825175286092632e-02,-4.034848871056199299e-02
4.114869944134078139e+00,5.365086194640016348e-01,5.820504370081994172e-02,3.655227609355442553e-01,2.102741944271461494e-01,3.277730228880152558e-02,-9.781641934462957655e-02,2.976683793459956526e-03,-4.731332659680605179e-02,-5.317373362338656539e-02
4.215232625698323687e+00,5.574848627000407175e-01,6.122281795086017414e-02,3.553651441117104404e-01,2.077346293528653243e-01,2.736007552943556242e-02,-1.046017836271901091e-01,-2.530387824138748826e-02,-5.397650476186409418e-02,-6.760843947973806112e-02
4.315595307262570124e+00,5.780446595769574980e-01,6.367476415799973311e-02,3.444619156110059754e-01,2.019753655670232795e-01,2.150163619296339979e-02,-1.126747644037611462e-01,-5.738451480249998765e-02,-5.837268639262054720e-02,-8.043807370175955207e-02
4.415957988826815672e+00,5.979616838158063885e-01,6.551299937239354887e-02,3.326675682371527665e-01,1.949256324617957281e-01,1.513021113800075423e-02,-1.223597561974680281e-01,-7.024257418545322429e-02,-6.348400576447395249e-02,-9.649993047970896465e-02
4.516320670391061221e+00,6.170456212905289783e-01,6.671676593607292483e-02,3.198912564906431499e-01,1.853738409536529463e-01,8.858118885022872591e-03,-1.322430811795115013e-01,-9.517274109528769954e-02,-6.249426734341376188e-02,-9.847609517803469770e-02
4.616683351955307657e+00,6.351034425907146064e-01,6.729598763755265112e-02,3.061190375395112517e-01,1.744774706840522827e-01,2.684452366602173463e-03,-1.422059219056796553e-01,-1.085699395409787660e-01,-6.151356681784862779e-02,-9.926837915137379231e-02
4.717046033519553205e+00,6.520276679199458192e-01,6.726946515060498732e-02,2.913788907464660016e-01,1.627838512625386647e-01,-3.212985214355870527e-03,-1.515316818192572190e-01,-1.165136207926858458e-01,-5.876125955425851727e-02,-9.292059327458079832e-02
4.817408715083798754e+00,6.677628993183366557e-01,6.667178090805678248e-02,2.757699437551790478e-01,1.507835256377714483e-01,-8.697502493480179647e-03,-1.595191340419172821e-01,-1.195695993543711977e-01,-5.464697827561999788e-02,-7.958587891602912634e-02
4.917771396648045190e+00,6.823063840718184281e-01,6.556333037601716485e-02,2.594991716789539216e-01,1.390350508850564104e-01,-1.339139578550921014e-02,-1.647203506476113688e-01,-1.170601917924484481e-01,-4.676930925788683885e-02,-5.182420920434058914e-02
5.018134078212290738e+00,6.956740311524756137e-01,6.399614150115799649e-02,2.427714688179065938e-01,1.273517548939422372e-01,-1.783911440877938154e-02,-1.686247254370549231e-01,-1.164107595474644097e-01,-4.431645860740604514e-02,-3.890265513625421750e-02
5.118496759776536287e+00,7.078916173324911743e-01,6.201697290736647022e-02,2.257850780975984017e-01,1.161169525896198207e-01,-2.160121466462412015e-02,-1.698754113779336605e-01,-1.119420299379965122e-01,-3.748505118843881850e-02,-1.246166325356819551e-02
5.218859441340781835e+00,7.189952440308675641e-01,5.968265089769370091e-02,2.087719020425668204e-01,1.051530757778179614e-01,-2.491651430176438850e-02,-1.691584962432140515e-01,-1.092425654727398332e-01,-3.303319107728329429e-02,7.143244117692243086e-03
5.319222122905028272e+00,7.290460997185153058e-01,5.707707920808859081e-02,1.920058497161015731e-01,9.513762054467501950e-02,-2.700660391299126994e-02,-1.649507974733489257e-01,-9.979262288574541895e-02,-2.082536634783855450e-02,4.192493369332331299e-02
5.419584804469273820e+00,7.381239726401320755e-01,5.430291577609205195e-02,1.757732247967249972e-01,8.576374199625642902e-02,-2.827616431835974775e-02,-1.585285011339820915e-01,-9.340004075536807726e-02,-1.264972583017110255e-02,6.399088026813713748e-02
5.519947486033519368e+00,7.462995556675849906e-01,5.144761736482512948e-02,1.602897350112177655e-01,7.715703493056338957e-02,-2.862343953367849775e-02,-1.500222379292363295e-01,-8.575604927598079463e-02,-3.460202636140681694e-03,8.475524041573764822e-02
5.620310167597765805e+00,7.536584526807066364e-01,4.861285325687180608e-02,1.457563283659005782e-01,6.948904702791795784e-02,-2.786696235217958617e-02,-1.395955048173808666e-01,-7.640278022799615321e-02,7.537434928087918123e-03,1.038905392855703491e-01
5.720672849162011353e+00,7.602500044197761930e-01,4.586405783302743844e-02,1.323281742681185758e-01,6.186558870588276804e-02,-2.691027916831060379e-02,-1.279970682086030709e-01,-7.595909359152722140e-02,9.532260088692158517e-03,1.155652322955642020e-01
5.821035530726256901e+00,7.661149212339035675e-01,4.326011082947575637e-02,1.201054538725281201e-01,5.500886547802728843e-02,-2.498046274824127985e-02,-1.155739525151953662e-01,-6.831945022778454502e-02,1.922842624361304625e-02,1.237822216363879679e-01
5.921398212290503338e+00,7.712913858925912747e-01,4.086522517419500372e-02,1.091705102776564795e-01,4.814630291738863227e-02,-2.274416194201670655e-02,-1.023346052164309239e-01,-6.837763253909948102e-02,2.228219465014030440e-02,1.319150414518314718e-01
6.021760893854748886e+00,7.757847824682794213e-01,3.870608545058012301e-02,9.953611942994249062e-02,4.139687200887579022e-02,-2.028258246063737585e-02,-8.965689396539724965e-02,-6.725040426697131979e-02,2.452684048506201947e-02,1.263189768690886616e-01
6.122123575418994434e+00,7.795932422749278778e-01,3.679332469630714614e-02,9.114754725911509980e-02,3.449707078520051345e-02,-1.783438939505270840e-02,-7.750827221158580749e-02,-6.874867347240479210e-02,2.439346007327922866e-02,1.210472016536811024e-01
6.222486256983239983e+00,7.827039085686295916e-01,3.512029170859781724e-02,8.392857854301204179e-02,2.749143420926744921e-02,-1.550535325896079328e-02,-6.634935701052570300e-02,-6.980320241292577166e-02,2.320619676349533825e-02,1.111859012447457412e-01
6.322848938547486419e+00,7.851267373850301379e-01,3.367556521186818724e-02,7.774129913594028662e-02,2.079003413411574172e-02,-1.328476024163970093e-02,-5.694905053772327669e-02,-6.677183162809273431e-02,2.212568439494722733e-02,9.366336497082283774e-02
6.423211620111731968e+00,7.868745543780152341e-01,3.244379275403996149e-02,7.244937874027609914e-02,1.403998367217784357e-02,-1.126166356111053986e-02,-4.850688812761886487e-02,-6.725657741236164278e-02,2.015785797068508564e-02,8.411654888575567646e-02
6.523574301675977516e+00,7.879741265465686206e-01,3.141192878904179586e-02,6.792577960378234914e-02,7.871989013596873003e-03,-9.301038608971216523e-03,-4.163815514920951588e-02,-6.145705318398266004e-02,1.953539823349833421e-02,6.843911373584039837e-02
6.623936983240223952e+00,7.884964682711675943e-01,3.057810894415490671e-02,6.402054911355696543e-02,2.537093654538867364e-03,-7.315094636793674499e-03,-3.618420729385658785e-02,-5.315616597632402685e-02,1.978767347807727783e-02,5.434238872804188214e-02
6.724299664804469501e+00,7.885354105620154819e-01,2.994971599485752797e-02,6.060520465808724028e-02,-1.761062360019011869e-03,-5.207347759190399106e-03,-3.187584056932124543e-02,-4.282623727831019744e-02,2.100130092931035489e-02,4.292797539270015728e-02
6.824662346368715049e+00,7.882017688316477200e-01,2.954399771268405306e-02,5.758066988984870266e-02,-4.887658562292977391e-03,-2.877694925002142676e-03,-2.839625900192064081e-02,-3.115297592235533736e-02,2.321234145878177391e-02,3.467007370835539781e-02
6.925025027932960597e+00,7.876162418671438514e-01,2.938861562589554360e-02,5.487869968054583797e-02,-6.780562242051922303e-03,-2.187166966630717246e-04,-2.544786248208400284e-02,-1.886063275967001657e-02,2.649369453761517973e-02,2.937741871662986198e-02
7.025387709497207034e+00,7.869024220817903981e-01,2.952274414361446067e-02,5.245753999908627646e-02,-7.444242719870368397e-03,2.891593021376623589e-03,-2.280034379785074103e-02,-6.612821294472886677e-03,3.099069962622185218e-02,2.637951321117789835e-02
7.125750391061452582e+00,7.861806165621484377e-01,2.999879600126941631e-02,5.029420280499051488e-02,-6.939699765363721747e-03,6.595037870409924466e-03,-2.031004664565151316e-02,5.027196828969442838e-03,3.690061675626504084e-02,2.481297942009547813e-02
7.226113072625698130e+00,7.855626257238872423e-01,3.088434912100624166e-02,4.837622297917992115e-02,-5.375452214022473536e-03,1.105202189193713221e-02,-1.791092943663508130e-02,1.558594815284918694e-02,4.440877776541004435e-02,2.390447496643131539e-02
7.326475754189944567e+00,7.851474197238004216e-01,3.227871003914792314e-02,4.669316751563074713e-02,-2.898659111331534314e-03,1.673442016818458764e-02,-1.562853836787530051e-02,2.467842692211700065e-02,5.661863740268782003e-02,2.274143170734969563e-02
7.426838435754190115e+00,7.850206020807272145e-01,3.426135522111436321e-02,4.524088458613109709e-02,3.714718920052573724e-04,2.277518940113083118e-02,-1.331215765308526276e-02,3.258313700240723226e-02,6.018939648478131149e-02,2.308009988062383055e-02
7.527201117318435664e+00,7.852412178964626177e-01,3.693310073678170158e-02,4.401435250106006114e-02,4.024899593828478762e-03,3.046662267534421681e-02,-1.112983743820549105e-02,3.640225275850694775e-02,7.663638669608305309e-02,2.174433943838765745e-02
7.627563798882682100e+00,7.858393795913025670e-01,4.044224491786792275e-02,4.300485764465980520e-02,7.895102652365815210e-03,3.946264040118859645e-02,-8.987099269071307031e-03,3.856217269423872773e-02,8.963508732163261161e-02,2.134994936103355029e-02
7.727926480446927648e+00,7.868208552719522242e-01,4.492066630242658870e-02,4.221035389107041097e-02,1.166347560306509740e-02,4.978211302226129981e-02,-6.845553689305539612e-03,3.754755146002160954e-02,1.028218104601642396e-01,2.133806656406331617e-02
7.828289162011173197e+00,7.881582139607258286e-01,5.049744658340152986e-02,4.163226044793222336e-02,1.498704165951949760e-02,6.135043533247826197e-02,-4.674533939443769118e-03,3.311555654605406046e-02,1.152651775531889772e-01,2.163174315417250998e-02
7.928651843575418745e+00,7.897892129810322182e-01,5.728951160818659960e-02,4.127344160908612281e-02,1.751505961728545488e-02,7.399997418078732569e-02,-2.475909497371147835e-03,2.518882435547201495e-02,1.260382709106036836e-01,2.190679252292797308e-02
8.029014525139665182e+00,7.916173006275546431e-01,6.539224685286711136e-02,4.113404827855642737e-02,1.891456976347543131e-02,8.746911210490850019e-02,-3.018825734887081898e-04,1.394452723240659914e-02,1.342046437400049308e-01,2.166170622384940708e-02
8.129377206703910730e+00,7.935148836781040771e-01,7.487038749802664428e-02,4.120618336053679526e-02,1.889994497395228873e-02,1.014086758822974610e-01,1.739370708641740839e-03,-1.457193978399388273e-04,1.388919024494750520e-01,2.033876785988194755e-02
8.229739888268156278e+00,7.953499504535190834e-01,8.577809488946452898e-02,4.147847789984761974e-02,1.766876257378840326e-02,1.159571262551326171e-01,3.686840210932326549e-03,-1.226733264770092820e-02,1.449587650118950022e-01,1.940431913473674233e-02
8.330102569832401826e+00,7.969454742524241242e-01,9.808325393237926626e-02,4.190858333266275076e-02,1.412639821779960829e-02,1.292567092288815500e-01,4.884182924590567236e-03,-3.529563280671409869e-02,1.325152214594363387e-01,1.193015865057150786e-02
8.430465251396647375e+00,7.981034651227706389e-01,1.116819682507605160e-01,4.242862246521304781e-02,8.949726339619669055e-03,1.417347411076903541e-01,5.479014320540894108e-03,-5.157964890432070737e-02,1.243293989790534293e-01,5.926818481524466498e-03
8.530827932960894699e+00,7.986636023370885518e-01,1.264576823605209621e-01,4.296862492268051226e-02,2.212534484576732415e-03,1.527116383526266885e-01,5.282006589841819165e-03,-6.712845601609612745e-02,1.093722992834704477e-01,-1.962958020137820989e-03
8.631190614525140248e+00,7.984841826019390965e-01,1.422398544850479174e-01,4.344668967591956699e-02,-5.787961771950229754e-03,1.617911604675549286e-01,4.244736733233537077e-03,-7.971584788122219878e-02,9.046711360652608114e-02,-1.033521464792954564e-02
8.731553296089385796e+00,7.974643918687955857e-01,1.587689782745800859e-01,4.377469692450715322e-02,-1.453414834406450279e-02,1.675966863278950947e-01,2.291701781068512106e-03,-8.714580395617986530e-02,5.784546377055327371e-02,-1.945977251429672344e-02
8.831915977653631344e+00,7.955336134909940515e-01,1.758093331758542599e-01,4.387422626128718167e-02,-2.394187377309220030e-02,1.719788338890695933e-01,-3.083084474353918816e-04,-9.373728643355816459e-02,4.366311753407389751e-02,-2.590614547140754342e-02
8.932278659217876893e+00,7.926787940237572938e-01,1.930936198772965073e-01,4.368585290940238397e-02,-3.294818581363342241e-02,1.724576923585463550e-01,-3.445544059269749302e-03,-8.973765846198471230e-02,4.771280141316419643e-03,-3.125898554061749129e-02
9.032641340782122441e+00,7.889426264459836746e-01,2.102904961628333513e-01,4.316664993113117355e-02,-4.150513726506230294e-02,1.702369430877674894e-01,-6.900990532651259113e-03,-8.526029115664138236e-02,-2.212724128297919451e-02,-3.442959494032203638e-02
9.133004022346369766e+00,7.843694061119437233e-01,2.271564540026967671e-01,4.228785574581950951e-02,-4.962874363094475771e-02,1.658632403069321692e-01,-1.061137903768779797e-02,-8.094250013320176962e-02,-4.357897490050190170e-02,-3.696980239274878788e-02
9.233366703910615314e+00,7.790483353050698945e-01,2.434312380445751434e-01,4.104529360440115071e-02,-5.640809643629948050e-02,1.584561937341020799e-01,-1.415005862124811206e-02,-6.754854194499590458e-02,-7.380279659116696644e-02,-3.525891823939635711e-02
9.333729385474860862e+00,7.731070760901815886e-01,2.588421748457346849e-01,3.945734133904750529e-02,-6.198768817782537160e-02,1.486487293501707607e-01,-1.749421872574842551e-02,-5.559428718486551790e-02,-9.772023057846668248e-02,-3.332075281746628426e-02
9.434092067039106411e+00,7.667231063304644767e-01,2.731204524373287978e-01,3.758314537560342866e-02,-6.523031078786663273e-02,1.358848715671004959e-01,-1.985424455229457819e-02,-3.230904714284204421e-02,-1.271773291041416731e-01,-2.351497379068548388e-02
9.534454748603351959e+00,7.601068089587573740e-01,2.860197064345765261e-01,3.551775567917674764e-02,-6.661744912818880204e-02,1.211679252733357942e-01,-2.130427501365685788e-02,-1.382125625483824477e-02,-1.466376352682828843e-01,-1.444790472675905671e-02
9.634817430167597507e+00,7.534296646036566791e-01,2.973755327383417746e-01,3.335125462499194393e-02,-6.644285278944078721e-02,1.051278676802626655e-01,-2.186916396620822503e-02,1.739653983201428552e-03,-1.598209348641736749e-01,-5.628476080421985356e-03
9.735180111731843056e+00,7.468344632144676698e-01,3.070672175202886489e-01,3.116344554443543219e-02,-6.498451217125419954e-02,8.800536931366574611e-02,-2.172889552079369097e-02,1.453070599008510558e-02,-1.706062263355945241e-01,1.397615560169573543e-03
9.835542793296090380e+00,7.404397169416834235e-01,3.150541629736285931e-01,2.905169711922038489e-02,-6.244823819205032323e-02,7.115628975833129810e-02,-2.035344808145930773e-02,2.527108622122973408e-02,-1.678819187842119365e-01,1.370476972014651393e-02
9.935905474860335929e+00,7.343282204488730258e-01,3.213667239201852266e-01,2.711699729916755217e-02,-5.933998821954038910e-02,5.463869395811572077e-02,-1.820071946166993901e-02,3.097017660414173520e-02,-1.645790600925909064e-01,2.144949284173248982e-02
1.003626815642458148e+01,7.285350593678724396e-01,3.260625884169486843e-01,2.543016422041623897e-02,-5.610453738915612693e-02,3.893920618512480836e-02,-1.541402762281303580e-02,3.223758851354657784e-02,-1.564275438669013585e-01,2.776621544406463263e-02
1.013663083798882703e+01,7.230321820117756593e-01,3.292710536003492505e-01,2.404304425374684945e-02,-5.355529374188418290e-02,2.499820826800916787e-02,-1.222811874174860487e-02,2.540031421579822327e-02,-1.389061920210999945e-01,3.174395932242019686e-02
1.023699351955307257e+01,7.177721701759599560e-01,3.311201954542510872e-01,2.299116937565948496e-02,-5.126477989173217065e-02,1.185098358460435347e-02,-8.733355417628468204e-03,2.282236598755851831e-02,-1.309971443418318504e-01,3.482134265098337650e-02
1.033735620111731812e+01,7.126876943443799517e-01,3.317347165961616051e-01,2.229195808095894848e-02,-5.005726037928714262e-02,3.950252372534688444e-04,-5.200335548030792995e-03,1.203155887850654304e-02,-1.141455984315993821e-01,3.520252562538457586e-02
1.043771888268156367e+01,7.076595137846041217e-01,3.312850292642564587e-01,2.194041345896429254e-02,-5.014294315068758279e-02,-9.356271088726190663e-03,-1.805149289869257320e-03,-8.537313876531699153e-04,-9.716057974933142716e-02,3.382917041717496687e-02
1.053808156424581099e+01,7.025644519089095930e-01,3.299253666928637085e-01,2.192298856482389688e-02,-5.139005290488238981e-02,-1.773871183124273165e-02,1.457910777131048944e-03,-1.242603061972279155e-02,-8.352149037738329507e-02,3.251268316213235671e-02
1.063844424581005654e+01,6.972433290560640096e-01,3.278258089621010063e-01,2.219590411627102300e-02,-5.464782432021475511e-02,-2.410069895450172098e-02,3.980675502021335452e-03,-3.245998776195462704e-02,-6.338996750686110015e-02,2.513648186328473408e-02
1.073880692737430209e+01,6.915310196962008993e-01,3.251451173973097242e-01,2.270409440326782644e-02,-5.918551035820153461e-02,-2.931938753601909253e-02,6.146401197727713664e-03,-4.521288159366328163e-02,-5.199829757614336800e-02,2.157899392435043417e-02
1.083916960893854764e+01,6.852900830679404809e-01,3.219981477416773985e-01,2.339392947797907032e-02,-6.518216358174559744e-02,-3.339256090106673680e-02,7.600443026829120652e-03,-5.974983061513144261e-02,-4.058454100232725820e-02,1.448787344497787580e-02
1.093953229050279319e+01,6.783905017327782616e-01,3.184789595368653359e-01,2.418294884709235384e-02,-7.231080148506677241e-02,-3.673685672632733684e-02,8.122918621458511193e-03,-7.102877077629571323e-02,-3.332210512051527601e-02,5.205875196697834668e-03
1.103989497206703874e+01,6.707393264948378064e-01,3.146400872430822893e-01,2.499302877240276027e-02,-8.015972079851099719e-02,-3.976313777263702776e-02,8.020132016180035739e-03,-7.820555600061203372e-02,-3.015344946091795542e-02,-1.024151643583557161e-03
1.114025765363128428e+01,6.622618433153741879e-01,3.105090682467614438e-01,2.577029303796610910e-02,-8.877723958027140816e-02,-4.255867611147016311e-02,7.468977151669278607e-03,-8.586377573265638330e-02,-2.785436075702712663e-02,-5.491631510044326508e-03
