time,x_mpc,y_mpc,z_mpc,vx_mpc,vy_mpc,vz_mpc
1.610003211202185724e+01,6.508649777291853900e-01,-2.097800358921098063e-02,2.530619250585876001e-01,-3.405625189148204709e-03,-2.018861515863167554e-03,-2.592038368500658658e-04
1.620003231147541101e+01,6.503987396145746169e-01,-2.111521587483889198e-02,2.530283342745461850e-01,-5.919118504533925178e-03,-7.253787232104256209e-04,-4.126105040201886445e-04
1.630003251092896122e+01,6.496566359947628655e-01,-2.114062373033973388e-02,2.529769678361603602e-01,-8.922924288720119473e-03,2.172226267289816340e-04,-6.147162146564640051e-04
1.640003271038251498e+01,6.485915447651212640e-01,-2.108772681140151650e-02,2.529032291551043254e-01,-1.237885781695043617e-02,8.407136419439361448e-04,-8.600544649812597291e-04
1.650003290983606519e+01,6.471615471038215661e-01,-2.098215168236678904e-02,2.528032158125953499e-01,-1.622103836553446046e-02,1.270784727292090764e-03,-1.140208395602199196e-03
1.660003310928961895e+01,6.453278103232656937e-01,-2.084411318572713598e-02,2.526737158701901631e-01,-2.045362409666700437e-02,1.489979699058223200e-03,-1.449785286667421447e-03
1.670003330874316916e+01,6.430699217139353996e-01,-2.069681150675020329e-02,2.525136931013340913e-01,-2.470405802133660358e-02,1.456048004523546185e-03,-1.750663707045436697e-03
1.680003350819672292e+01,6.403771947299069511e-01,-2.055751740274255196e-02,2.523231570713358463e-01,-2.915037424465423410e-02,1.329828519099794963e-03,-2.060049292316948853e-03
1.690003370765027313e+01,6.372535959628017332e-01,-2.043500624097384366e-02,2.521031461861596434e-01,-3.332147649512411797e-02,1.120389829226837650e-03,-2.340159634834200475e-03
1.700003390710382689e+01,6.337260724549019786e-01,-2.033559206893730681e-02,2.518563380684715747e-01,-3.722885294773188580e-02,8.678896458098709103e-04,-2.595992873595533244e-03
1.710003410655737710e+01,6.298289656386709678e-01,-2.026234040172947282e-02,2.515856035908977106e-01,-4.071312791884068583e-02,5.971407762916287627e-04,-2.818685878112468183e-03
1.720003430601093086e+01,6.256084347968641213e-01,-2.021606542222798009e-02,2.512944248262547475e-01,-4.369732055765773032e-02,3.283569678000905273e-04,-3.004877799442352143e-03
1.730003450546448107e+01,6.211115300657948923e-01,-2.019623595604368507e-02,2.509861907254070101e-01,-4.624059467936042500e-02,6.823156487591397956e-05,-3.159791921860128933e-03
1.740003470491803483e+01,6.164050133591186809e-01,-2.019829063437315192e-02,2.506658801411874582e-01,-4.788955170824302915e-02,-1.093250495028456036e-04,-3.246406985139801624e-03
1.750003490437158504e+01,6.115473917855609454e-01,-2.021688427115207048e-02,2.503380295980991432e-01,-4.926268598932243697e-02,-2.625469443636179617e-04,-3.310590798460999983e-03
1.760003510382513880e+01,6.065705652979324070e-01,-2.024774200553482173e-02,2.500053940703313993e-01,-5.027364523450037620e-02,-3.546065123569320404e-04,-3.342106487852722265e-03
1.770003530327868901e+01,6.015023947169655383e-01,-2.028501927598260271e-02,2.496706767549081996e-01,-5.108956421231646006e-02,-3.909374095848580015e-04,-3.352226468526439684e-03
1.780003550273224278e+01,5.963533812086954100e-01,-2.032392976745223123e-02,2.493354025802577978e-01,-5.189050055568784903e-02,-3.872708676436623174e-04,-3.353243650183014308e-03
1.790003570218579299e+01,5.911248400341529985e-01,-2.035981024266236145e-02,2.490003085917942838e-01,-5.268011436535482289e-02,-3.303372052641154839e-04,-3.348622751976802758e-03
1.800003590163934319e+01,5.858161442189752099e-01,-2.038778226916854175e-02,2.486656195392255575e-01,-5.349359017097530394e-02,-2.291022090377579858e-04,-3.345144948440645447e-03
1.810003610109289696e+01,5.804276299346990964e-01,-2.040393936708170125e-02,2.483311499400298883e-01,-5.427648056331443871e-02,-9.403910470859346547e-05,-3.344233693269233094e-03
1.820003630054644717e+01,5.749704098962612475e-01,-2.040554554117633007e-02,2.479969388656132201e-01,-5.486770251349338406e-02,6.191568688736537904e-05,-3.339974463173437432e-03
1.830003650000000093e+01,5.694617553473764193e-01,-2.039117628084942749e-02,2.476633146279106079e-01,-5.530516872049706656e-02,2.254689464518025270e-04,-3.332496982397879521e-03
1.840003669945355114e+01,5.639224229866401927e-01,-2.036073377118206504e-02,2.473309737247816054e-01,-5.548125752676615757e-02,3.833800325245728842e-04,-3.314307822893939465e-03
1.850003689890710490e+01,5.583839117924225270e-01,-2.031548463574224875e-02,2.470014139976761947e-01,-5.528874542288155641e-02,5.216008712551883225e-04,-3.276873572868857411e-03
1.860003709836065511e+01,5.528882086545773289e-01,-2.025807112425181272e-02,2.466769734846129547e-01,-5.462509810695791168e-02,6.266670682923389290e-04,-3.211923746259379153e-03
1.870003729781420887e+01,5.474839571292210438e-01,-2.019230520855160027e-02,2.463605798589244278e-01,-5.345971682116529289e-02,6.886486222680931026e-04,-3.115936146369597138e-03
1.880003749726775908e+01,5.422178310197202089e-01,-2.012314911853732569e-02,2.460552120039198043e-01,-5.186259529975744548e-02,6.944704193373481401e-04,-2.991408772406560241e-03
1.890003769672131284e+01,5.371576230856779377e-01,-2.005390536553728828e-02,2.457646588186635228e-01,-4.934136152620083315e-02,6.904018784864257401e-04,-2.819643342369222098e-03
1.900003789617486305e+01,5.323678958542571449e-01,-1.998798340364462203e-02,2.454923756742596053e-01,-4.645299203697399182e-02,6.280347296982548072e-04,-2.626008684162766792e-03
1.910003809562841681e+01,5.278940034016949001e-01,-1.992834061680887406e-02,2.452405951179193189e-01,-4.302467854787887791e-02,5.648186278282766974e-04,-2.409592398957537910e-03
1.920003829508196702e+01,5.237848286333508518e-01,-1.987410412329424295e-02,2.450111733594850794e-01,-3.915865290142805932e-02,5.199090789364101822e-04,-2.178833617949019891e-03
1.930003849453552078e+01,5.200790737272961151e-01,-1.982166715833406229e-02,2.448051079607107272e-01,-3.495629739476523862e-02,5.288281285236040444e-04,-1.942466137459445416e-03
1.940003869398907099e+01,5.168083802345109223e-01,-1.976807532619312413e-02,2.446229198143093919e-01,-3.045744199091265925e-02,5.430063764831260988e-04,-1.701289522967605996e-03
1.950003889344262475e+01,5.139853842576713738e-01,-1.970147300331063014e-02,2.444638864506734066e-01,-2.600236493478861113e-02,7.890374243581252736e-04,-1.479371405810779886e-03
1.960003909289617496e+01,5.116047224379283165e-01,-1.960298732907855487e-02,2.443263181805413187e-01,-2.161077649397096304e-02,1.180672131627705061e-03,-1.271988509146372787e-03
1.970003929234972873e+01,5.096534422337506420e-01,-1.945675803699204939e-02,2.442085633197789707e-01,-1.741474975178580742e-02,1.743907876923670233e-03,-1.083104008785370316e-03
1.980003949180327893e+01,5.081063731895710811e-01,-1.924460518953607924e-02,2.441086552004926302e-01,-1.352656941824445340e-02,2.499140609284823070e-03,-9.150543915438210177e-04
1.990003969125683270e+01,5.069280636284432262e-01,-1.894642944192636777e-02,2.440244651163399059e-01,-1.003957480080147971e-02,3.464362448490711059e-03,-7.687439331151701017e-04
2.000003989071038291e+01,5.060773444328869886e-01,-1.854158624024076010e-02,2.439538942034540636e-01,-6.974775174597358171e-03,4.632485435770765381e-03,-6.426715094830256873e-04
2.010004009016393667e+01,5.055092932751030776e-01,-1.800872875709098181e-02,2.438949295335627321e-01,-4.386225321162588384e-03,6.024642971203646342e-03,-5.366195362055867744e-04
2.020004028961748688e+01,5.051766661182942597e-01,-1.732544802706008705e-02,2.438457010524491542e-01,-2.266304546306868034e-03,7.640944372914901424e-03,-4.479481223106937873e-04
2.030004048907104064e+01,5.050397363470741086e-01,-1.647287217183443508e-02,2.438047364871925582e-01,-4.722854158800316067e-04,9.410538721809438151e-03,-3.713415487189606441e-04
2.040004068852459085e+01,5.050595533363269052e-01,-1.543085452588062630e-02,2.437708057209996559e-01,8.686244104239477810e-04,1.142977263052552019e-02,-3.072724216198242128e-04
2.050004088797814106e+01,5.051938449570579914e-01,-1.417462907954845051e-02,2.437428358126369765e-01,1.817202647222133059e-03,1.369468618449247964e-02,-2.521246298966106202e-04
2.060004108743169482e+01,5.054064747905286925e-01,-1.267973713613209166e-02,2.437200820028088966e-01,2.435385540255486161e-03,1.620309305165206978e-02,-2.029506590013910815e-04
2.070004128688524503e+01,5.056671548071781652e-01,-1.092176132420779634e-02,2.437020485141221104e-01,2.778204394045017799e-03,1.895635306006973608e-02,-1.577183953669886022e-04
2.080004148633879879e+01,5.059481257124743836e-01,-8.874248477741771002e-03,2.436884352656975838e-01,2.841202503772500415e-03,2.199382219267170813e-02,-1.145460300824946117e-04
2.090004168579234900e+01,5.062294873568985443e-01,-6.512893915730247341e-03,2.436789765139404373e-01,2.786019161018114029e-03,2.523317485163568616e-02,-7.462862774494194266e-05
2.100004188524590276e+01,5.064942138172654484e-01,-3.814595498470268586e-03,2.436735472634662392e-01,2.508499486213292256e-03,2.873268585673787595e-02,-3.395616516319378185e-05
2.110004208469945297e+01,5.067264991311953848e-01,-7.540666889163011354e-04,2.436720396121363486e-01,2.137197526377785511e-03,3.247776824791662187e-02,3.803198706266668451e-06
2.120004228415300673e+01,5.069155699043462748e-01,2.694428557993499944e-03,2.436742889887240360e-01,1.644210394487993169e-03,3.649199912762862014e-02,4.118424331849863403e-05
2.130004248360655694e+01,5.070471940968600544e-01,6.544512404326527713e-03,2.436810236547544695e-01,9.882682052171089769e-04,4.050952421675860921e-02,9.350880864023399701e-05
2.140004268306011070e+01,5.071089465696643206e-01,1.080180563561097470e-02,2.436934506842510784e-01,2.467787875230761712e-04,4.463617058281773436e-02,1.550312855703674564e-04
2.150004288251366091e+01,5.070926645460057669e-01,1.548279846261402248e-02,2.437125575954497692e-01,-5.724186111951252119e-04,4.898349922948647822e-02,2.271061762167419129e-04
2.160004308196721468e+01,5.069915232894829371e-01,2.059371097763806197e-02,2.437398577286122303e-01,-1.450402484673051417e-03,5.323454719346996933e-02,3.188953980128198884e-04
2.170004328142076488e+01,5.068023778653869549e-01,2.610388134615922520e-02,2.437774098685165924e-01,-2.332498452116298082e-03,5.696864037278139004e-02,4.321459020956640545e-04
2.180004348087431865e+01,5.065248984173583713e-01,3.197199078930928334e-02,2.438271539144679367e-01,-3.217079439625224538e-03,6.039331440763238967e-02,5.627330326095008684e-04
2.190004368032786886e+01,5.061601857467561416e-01,3.816028538851551355e-02,2.438905858047241415e-01,-4.077159423801423981e-03,6.337233072151690627e-02,7.059022421767707214e-04
2.200004387978142262e+01,5.057120111148371011e-01,4.461775802488315845e-02,2.439685574823390046e-01,-4.886315336610180284e-03,6.577686441317905086e-02,8.535281997807924858e-04
2.210004407923497283e+01,5.051866856881344070e-01,5.128135051467232197e-02,2.440609744476580911e-01,-5.620172241881102489e-03,6.749471956769619030e-02,9.948074200298467375e-04
2.220004427868852659e+01,5.045929193827627390e-01,5.807725733056985640e-02,2.441665553874393657e-01,-6.255130179839239225e-03,6.842314565724468001e-02,1.116807163905340732e-03
2.230004447814207680e+01,5.039409527789059373e-01,6.492661657483776716e-02,2.442829135497100179e-01,-6.784175889936749221e-03,6.856376600285248035e-02,1.210351439907100682e-03
2.240004467759563056e+01,5.032402959460291481e-01,7.175783561727852589e-02,2.444070903920607385e-01,-7.228932817957330753e-03,6.806034234432579988e-02,1.273180453614874237e-03
2.250004487704918077e+01,5.025067258217630339e-01,7.847291064569765495e-02,2.445342666258784603e-01,-7.442440404790721595e-03,6.624089035547796323e-02,1.270339149599564177e-03
2.260004507650273453e+01,5.017569278701189406e-01,8.497550697438381595e-02,2.446593153316120595e-01,-7.553488718178387983e-03,6.381077682557585729e-02,1.230629976800593113e-03
2.270004527595628474e+01,5.009999382531745704e-01,9.121039594353007318e-02,2.447786981500931214e-01,-7.586273423915855692e-03,6.088675384369499066e-02,1.157021630564776440e-03
2.280004547540983850e+01,5.002457123905345027e-01,9.712449136176157238e-02,2.448893737489801492e-01,-7.498213742338681077e-03,5.739491860393785422e-02,1.056485932256132337e-03
2.290004567486338871e+01,4.995043935101710630e-01,1.026687935730032364e-01,2.449890382830939017e-01,-7.328134293252248042e-03,5.349090445518275144e-02,9.368007743376875057e-04
2.300004587431694247e+01,4.987862738986296729e-01,1.078088088364361069e-01,2.450778751364082186e-01,-7.034229291331410734e-03,4.930919577502330259e-02,8.399327481905586017e-04
2.310004607377049268e+01,4.981004803981755602e-01,1.125203937317314495e-01,2.451577085018322444e-01,-6.681613361015829519e-03,4.492231418278982980e-02,7.567313756863045101e-04
2.320004627322404289e+01,4.974532578183459286e-01,1.167992410614418358e-01,2.452322408634572404e-01,-6.262812417459959376e-03,4.065446172549858073e-02,7.339128836707344353e-04
2.330004647267759665e+01,4.968497052141103709e-01,1.206573483618118281e-01,2.453071207302494894e-01,-5.808215591156857226e-03,3.650753037956733227e-02,7.636814651688683718e-04
2.340004667213114686e+01,4.962926112080751628e-01,1.241114024215616563e-01,2.453877319872828089e-01,-5.333642306715944727e-03,3.257341303103401808e-02,8.485404598635646039e-04
2.350004687158470063e+01,4.957832397088102194e-01,1.271861836188958039e-01,2.454792372374989817e-01,-4.853767359432573265e-03,2.892208826068724120e-02,9.815608942577789663e-04
2.360004707103825083e+01,4.953215091152206040e-01,1.299114257173117626e-01,2.455857387290524274e-01,-4.380826093635385027e-03,2.558264499600561293e-02,1.148464688399957780e-03
2.370004727049180460e+01,4.949062786421413174e-01,1.323182109635958337e-01,2.457096196454586212e-01,-3.923766804145328857e-03,2.255296392149411244e-02,1.329148698036415176e-03
2.380004746994535481e+01,4.945354148106568259e-01,1.344379503012673449e-01,2.458507794040219463e-01,-3.493495031551790368e-03,1.984173827419670813e-02,1.494040842278191719e-03
2.390004766939890857e+01,4.942058960824713965e-01,1.363010049070043916e-01,2.460061531579211258e-01,-3.096866387446649618e-03,1.741927952212054403e-02,1.613428037747959140e-03
2.400004786885245878e+01,4.939140973200206730e-01,1.379342897505874688e-01,2.461697763684042861e-01,-2.739097221531397192e-03,1.524635219677879933e-02,1.659029644882029303e-03
2.410004806830601254e+01,4.936559546118448605e-01,1.393605976657648349e-01,2.463331143738224371e-01,-2.423746644509358270e-03,1.327974921044630489e-02,1.607723947824698206e-03
2.420004826775956275e+01,4.934270758710979088e-01,1.405988013347963528e-01,2.464856203771434995e-01,-2.153819040311668025e-03,1.148427477745854290e-02,1.442390035035845310e-03
2.430004846721311651e+01,4.932230270692799512e-01,1.416636714922824836e-01,2.466159300886752448e-01,-1.927148856412358403e-03,9.813085893921869723e-03,1.163798997462513370e-03
2.440004866666666672e+01,4.930395172599957299e-01,1.425667104313735889e-01,2.467130878535040706e-01,-1.743040008950199693e-03,8.247656865107255708e-03,7.793524234291820995e-04
2.450004886612022048e+01,4.928724170539762195e-01,1.433154764290350824e-01,2.467669272160142313e-01,-1.598957445707229180e-03,6.727633219374397344e-03,2.974326790878625295e-04
2.460004906557377069e+01,4.927181675547343542e-01,1.439200394424752505e-01,2.467707807831913402e-01,-1.486026386019549542e-03,5.363602933028484634e-03,-2.203614892668409359e-04
2.470004926502732445e+01,4.925739983566653768e-01,1.443930708298404864e-01,2.467222374809897034e-01,-1.397351824359458969e-03,4.097005944755692866e-03,-7.505026183425157586e-04
2.480004946448087466e+01,4.924380444333346651e-01,1.447451160873911846e-01,2.466224049283755326e-01,-1.321721218967180853e-03,2.943885162950950294e-03,-1.246144451557414101e-03
2.490004966393442842e+01,4.923096905776651044e-01,1.449885006896205752e-01,2.464771496073085433e-01,-1.245350774307436197e-03,1.923797172871530552e-03,-1.658956175455919384e-03
2.500004986338797863e+01,4.921898836336073280e-01,1.451376570652697096e-01,2.462971705567130742e-01,-1.150783327674481573e-03,1.059324390169283110e-03,-1.940617656975279900e-03
2.510005006284153239e+01,4.920812646886882358e-01,1.452086823573087715e-01,2.460972805473725378e-01,-1.021591237829798469e-03,3.611786173682446106e-04,-2.057174556097310716e-03
2.520005026229508260e+01,4.919880219072308991e-01,1.452183533111388869e-01,2.458950564978795716e-01,-8.432606718032632743e-04,-1.677599265463047048e-04,-1.987298366917421115e-03
2.530005046174863637e+01,4.919145697988127619e-01,1.451822566583485241e-01,2.457087292324811045e-01,-6.257785665081391302e-04,-5.541716893427768749e-04,-1.739239508339891511e-03
2.540005066120218657e+01,4.918699711837385968e-01,1.451183105944153229e-01,2.455595084741858947e-01,-2.661919559080906791e-04,-7.247470384723077828e-04,-1.245169705054048961e-03
2.550005086065574034e+01,4.918644533418239373e-01,1.450434841789157991e-01,2.454688633822098842e-01,1.558353377250512139e-04,-7.717782866456836255e-04,-5.677285185764115042e-04
2.560005106010929055e+01,4.919080230921829000e-01,1.449705480408655378e-01,2.454542278898198537e-01,7.155579314297028093e-04,-6.869415648911703478e-04,2.750192545943627807e-04
2.570005125956284076e+01,4.920153757876619682e-01,1.449105592768316908e-01,2.455285573756236794e-01,1.431491695784761634e-03,-5.128313227959417197e-04,1.211567496431872806e-03
2.580005145901639452e+01,4.922016181981847538e-01,1.448701125473433327e-01,2.456981639996158040e-01,2.293349085344056557e-03,-2.961016535252989300e-04,2.180558217695042090e-03
2.590005165846994473e+01,4.924818380928524530e-01,1.448502236732176762e-01,2.459585385019104897e-01,3.311037629861610099e-03,-1.016750356082261300e-04,3.026921441695470689e-03
2.600005185792349849e+01,4.928696011767151886e-01,1.448478356000616751e-01,2.462979253794053414e-01,4.444208579279837479e-03,5.391366775019752668e-05,3.760802569844732754e-03
2.610005205737704870e+01,4.933757173230686188e-01,1.448575536937626307e-01,2.467013842668115131e-01,5.678094158496569017e-03,1.404478186083582428e-04,4.308359084048988576e-03
2.620005225683060246e+01,4.940091755880601232e-01,1.448714049628811451e-01,2.471469497075523269e-01,6.991045872284036219e-03,1.365770112256735520e-04,4.602931956880449219e-03
2.630005245628415267e+01,4.947763670851368922e-01,1.448797900219775947e-01,2.476063482390186143e-01,8.352753465498777632e-03,3.112383621792349847e-05,4.585020346748170522e-03
2.640005265573770643e+01,4.956807633796148638e-01,1.448726521998786043e-01,2.480469970955831438e-01,9.735136347122579081e-03,-1.738799934658326503e-04,4.227939206781760988e-03
2.650005285519125664e+01,4.967223819601847001e-01,1.448406200857132731e-01,2.484337316268550311e-01,1.109719371345165712e-02,-4.667610120593273311e-04,3.506735991571204459e-03
2.660005305464481040e+01,4.979007962767685314e-01,1.447753478544485384e-01,2.487317108028222201e-01,1.247104561053382667e-02,-8.386810094850589807e-04,2.452835641195486027e-03
2.670005325409836061e+01,4.992107511699739320e-01,1.446709201299331005e-01,2.489055874303285898e-01,1.372799999864704815e-02,-1.249869315136291001e-03,1.024689972883616835e-03
2.680005345355191437e+01,5.006384257908907953e-01,1.445254710245006402e-01,2.489209860953184028e-01,1.482543546885035229e-02,-1.659106991456189752e-03,-7.167172873497776146e-04
2.690005365300546458e+01,5.021659551747958972e-01,1.443413829766237166e-01,2.487508632274330056e-01,1.572509127514006011e-02,-2.022646622694399855e-03,-2.685733284050137188e-03
2.700005385245901834e+01,5.037670567090971607e-01,1.441275040877962321e-01,2.483843362511952424e-01,1.629687554193609555e-02,-2.254922622091880095e-03,-4.644791619713201439e-03
2.710005405191256855e+01,5.054140541260006003e-01,1.438960020029686482e-01,2.478218792807518056e-01,1.664300709636533718e-02,-2.375109839695552921e-03,-6.604325352392375129e-03
2.720005425136612232e+01,5.070831689735365577e-01,1.436595618609129710e-01,2.470698200016521184e-01,1.673922327230860027e-02,-2.353683569671554798e-03,-8.436830229482127075e-03
2.730005445081967252e+01,5.087485930115025479e-01,1.434333438495119240e-01,2.461476335883432398e-01,1.656919105219504737e-02,-2.170667634370379833e-03,-1.000686125009753180e-02
2.740005465027322629e+01,5.103833090036272724e-01,1.432339312022266331e-01,2.450884677251639887e-01,1.612506358044689045e-02,-1.817577356639643073e-03,-1.117641376269290152e-02
2.750005484972677650e+01,5.119599554316879297e-01,1.430781185973939995e-01,2.439391104666305821e-01,1.540780208734619967e-02,-1.298668524550172180e-03,-1.181068555938890631e-02
2.760005504918033026e+01,5.134517026411938856e-01,1.429816173565361115e-01,2.427593840368564571e-01,1.442708259603517167e-02,-6.313524431126302022e-04,-1.178379597606174327e-02
2.770005524863388047e+01,5.148329689329380621e-01,1.429576865567292188e-01,2.416218235063362918e-01,1.319818813926653539e-02,1.527374015894714327e-04,-1.096736925633459876e-02
2.780005544808743423e+01,5.160804228442745778e-01,1.430159710989608035e-01,2.406088261265112160e-01,1.175084032574190245e-02,1.012951118034921896e-03,-9.292537931061977535e-03
2.790005564754098444e+01,5.171738937618565179e-01,1.431619704747040811e-01,2.398076847915349419e-01,1.011853440665157720e-02,1.907030572823689837e-03,-6.730256810430211220e-03
2.800005584699453820e+01,5.180964344645422326e-01,1.433956805931657086e-01,2.393122442490177859e-01,8.332242846333553707e-03,2.767162473564907434e-03,-3.178534276476944857e-03
2.810005604644808841e+01,5.188342099060824220e-01,1.437153343096383429e-01,2.392101683085633423e-01,6.423236554141932564e-03,3.625899104699241600e-03,1.137019539261408495e-03
2.820005624590163862e+01,5.193770822586587510e-01,1.441118523990420341e-01,2.395946167444145680e-01,4.434188841863323342e-03,4.304446866017797371e-03,6.551933841872879805e-03
2.830005644535519238e+01,5.197211199380675772e-01,1.445580150624540539e-01,2.405793496651829899e-01,2.446551022432946927e-03,4.618788604512770977e-03,1.314268529187823283e-02
2.840005664480874259e+01,5.198670430795677699e-01,1.450220799933852889e-01,2.422641158868359956e-01,4.719059866042873107e-04,4.662491502268992401e-03,2.055257193479482353e-02
2.850005684426229635e+01,5.198153311432669454e-01,1.454814167409345105e-01,2.447237737926132028e-01,-1.506142649800791111e-03,4.524225125482922438e-03,2.864048806344412015e-02
2.860005704371584656e+01,5.195698498739008686e-01,1.459084658430918335e-01,2.480257421737746826e-01,-3.403472945119176765e-03,4.016739882405455202e-03,3.739874784218349957e-02
2.870005724316940032e+01,5.191412908661551251e-01,1.462628383583039482e-01,2.522281723597378789e-01,-5.167690114306502588e-03,3.070696285694039102e-03,4.664968823948933974e-02
2.880005744262295053e+01,5.185451423816818117e-01,1.464989488414684959e-01,2.573678371082238625e-01,-6.755255794421642992e-03,1.651503959000610823e-03,5.614340170576188893e-02
2.890005764207650429e+01,5.177987097211428358e-01,1.465719817255125013e-01,2.634615132949763017e-01,-8.173367640688530833e-03,-1.908491914482388693e-04,6.572987894869934677e-02
2.900005784153005450e+01,5.169227329104328916e-01,1.464371707181714166e-01,2.704922852848951620e-01,-9.346133630241624038e-03,-2.505365577677369331e-03,7.488528038774810991e-02
2.910005804098360827e+01,5.159373447295074744e-01,1.460550802192765174e-01,2.784257995518933937e-01,-1.036159068051194752e-02,-5.136429158389712452e-03,8.378468847932779573e-02
2.920005824043715847e+01,5.148584036172003664e-01,1.453956724102865583e-01,2.872275400548710000e-01,-1.121718852598728271e-02,-8.051700717216394090e-03,9.224977047324386947e-02
2.930005843989071224e+01,5.137019937079483345e-01,1.444328382912198894e-01,2.968433532636998717e-01,-1.191096352913320264e-02,-1.120494325605683912e-02,1.000661101224783606e-01
2.940005863934426245e+01,5.124838974002716707e-01,1.431456654121205652e-01,3.071998108657844062e-01,-1.245091403376897242e-02,-1.453846297979159707e-02,1.070626287935853849e-01
2.950005883879781621e+01,5.112188731651219342e-01,1.415193904293598759e-01,3.182072533698743211e-01,-1.284952020660916697e-02,-1.798697180228751857e-02,1.130857821943876823e-01
2.960005903825136642e+01,5.099202456462276212e-01,1.395460428007532783e-01,3.297617404683121367e-01,-1.312297836820511959e-02,-2.147990205176224937e-02,1.180034988585901834e-01
2.970005923770492018e+01,5.085995768726613298e-01,1.372248505034164290e-01,3.417473558763182151e-01,-1.329034442081175257e-02,-2.494385130114957702e-02,1.217083311877715790e-01
2.980005943715847039e+01,5.072664252019143394e-01,1.345624004651925776e-01,3.540387872246574252e-01,-1.337263581386615753e-02,-2.830504325651576544e-02,1.241198054660628686e-01
2.990005963661202415e+01,5.059282279215278066e-01,1.315730093416319635e-01,3.665026327128920181e-01,-1.339125641233139541e-02,-3.148265996599892286e-02,1.251566071079699138e-01
3.000005983606557436e+01,5.045901748932012376e-01,1.282778358327016921e-01,3.790023729052464097e-01,-1.336975077842173301e-02,-3.442067876605664489e-02,1.248376981165960908e-01
3.010006003551912812e+01,5.032552081894702267e-01,1.247039326126700848e-01,3.914025882363260656e-01,-1.332953004353406266e-02,-3.705724306932129536e-02,1.231661138525849825e-01
3.020006023497267833e+01,5.019242999114953419e-01,1.208830237969175797e-01,4.035720144240325102e-01,-1.328858242519277526e-02,-3.936078082726583022e-02,1.202219244554566940e-01
3.030006043442623209e+01,5.005964819269455024e-01,1.168521528533560949e-01,4.153827669835938319e-01,-1.326772429830705251e-02,-4.125647724997938415e-02,1.159926555973993939e-01
3.040006063387978230e+01,4.992698536011811461e-01,1.126454231045754678e-01,4.267236218695026340e-01,-1.326478929693926043e-02,-4.287794991652991300e-02,1.108239897269212154e-01
3.050006083333333606e+01,4.979396936731801393e-01,1.083121349808578299e-01,4.374747115322871749e-01,-1.333835620216248380e-02,-4.378763970022607477e-02,1.041973746610205115e-01
3.060006103278688627e+01,4.966004273889874088e-01,1.039018284768340183e-01,4.475252711555028906e-01,-1.344691605751620854e-02,-4.441831445034175041e-02,9.681341688012949642e-02
3.070006123224044003e+01,4.952466953989057008e-01,9.945495838581178139e-02,4.567922143014915282e-01,-1.362766974289578159e-02,-4.451890998164974994e-02,8.852507637543538532e-02
3.080006143169399024e+01,4.938702520766271031e-01,9.503097336812661722e-02,4.651927174255244823e-01,-1.390114179548367773e-02,-4.396061389650042506e-02,7.948465100385493365e-02
3.090006163114754045e+01,4.924639032441522346e-01,9.067725239199513065e-02,4.726640171178940752e-01,-1.422577875387170086e-02,-4.311363195345298965e-02,6.994104480867928408e-02
3.100006183060109421e+01,4.910215121237841984e-01,8.643094368703818642e-02,4.791632116294400889e-01,-1.462198611559639358e-02,-4.181237275775305517e-02,6.004258616527195086e-02
3.110006203005464442e+01,4.895362435750719166e-01,8.233539572077594459e-02,4.846638377305225731e-01,-1.508332561035012793e-02,-4.009842319349986306e-02,4.996971643293258297e-02
3.120006222950819819e+01,4.880020634747541664e-01,7.843259032322967561e-02,4.891672305897082906e-01,-1.560021519659218932e-02,-3.795752907205611482e-02,4.009796110760011773e-02
3.130006242896174840e+01,4.864142316846939984e-01,7.475706021643201138e-02,4.926899770668400347e-01,-1.615635726499903974e-02,-3.555292644468276142e-02,3.035682791045558881e-02
3.140006262841530216e+01,4.847693182126833755e-01,7.133306916001416753e-02,4.952518268326845385e-01,-1.674184655857767490e-02,-3.292675809851088736e-02,2.088006521263136711e-02
3.150006282786885237e+01,4.830650706879332512e-01,6.818056261576616039e-02,4.968867160187416254e-01,-1.734303595291625255e-02,-3.012324703097447876e-02,1.181765329175032270e-02
3.160006302732240613e+01,4.813005924637437372e-01,6.531482327196387605e-02,4.976419818223923319e-01,-1.794645814472500822e-02,-2.719142552892095041e-02,3.287632653234605698e-03
3.170006322677595634e+01,4.794763600795282077e-01,6.274621643510557012e-02,4.975760035655350522e-01,-1.853811676980448436e-02,-2.418060874489790998e-02,-4.607195158465681242e-03
3.180006342622951010e+01,4.775942565332019218e-01,6.048021654303389893e-02,4.967566136862787696e-01,-1.910387907842270999e-02,-2.113929870437033370e-02,-1.178056974068036195e-02
3.190006362568306031e+01,4.756575664114096047e-01,5.851753934827291087e-02,4.952594024869141354e-01,-1.962984610163251778e-02,-1.811416689841802152e-02,-1.816359452191228935e-02
3.200006382513661407e+01,4.736709354678646511e-01,5.685437036250160642e-02,4.931659625119593215e-01,-2.010269352130494847e-02,-1.514914647214813531e-02,-2.370512146854281132e-02
3.210006402459016783e+01,4.716402979044137522e-01,5.548267765589114109e-02,4.905621150956999688e-01,-2.050997674429890297e-02,-1.228465294237374335e-02,-2.837172298752783581e-02
3.220006422404371449e+01,4.695729125807425186e-01,5.439034194043487758e-02,4.875371286266794724e-01,-2.083764725982103008e-02,-9.562017792790854578e-03,-3.212788572426345662e-02
