t,ee_x,ee_y,ee_z
8.2659584040404,0.6429464122382639,0.02274713368518437,0.24802086891431813
8.40605939393939,0.6448848758368475,0.021768253703024633,0.25283431778410403
8.54616038383838,0.6460575352914002,0.020835749199644846,0.2578484687300119
8.686261373737372,0.6468898787029425,0.020034948990891865,0.26253897373962637
8.826362363636358,0.6476342331226663,0.01941091339070492,0.26643161335234883
8.96646335353535,0.6483803441709302,0.018968950545287303,0.2692074956442347
9.10656434343434,0.6490969360457818,0.01868365427851201,0.270776649628898
9.24666533333333,0.6496960854025874,0.018514381310684624,0.2712918385936379
9.38676632323232,0.6500998487005585,0.018422370222733228,0.27109129224185724
9.52686731313131,0.6502852301058805,0.01838306782369866,0.27058642579396036
9.6669683030303,0.6502931629340923,0.018389206103949497,0.2701350006378906
9.80706929292929,0.6502048261337925,0.018445112919097912,0.26994691538974164
9.94717028282828,0.6501034211393238,0.018557066811408895,0.27005440326770147
10.0872712727273,0.650042848701059,0.018725341995597607,0.2703496457696519
10.2273722626263,0.6500364580774172,0.018941227818228223,0.2706655962381821
10.3674732525253,0.6500662130268027,0.019189065071760516,0.2708618385400792
10.5075742424242,0.6501028997225794,0.019451090251081347,0.2708806467456303
10.6476752323232,0.6501250631291259,0.01971217441716223,0.2707556780268522
10.7877762222222,0.6501277579306464,0.019962225174330776,0.27057826000835844
10.9278772121212,0.6501192070211014,0.020195634166846093,0.2704437198170222
11.0679782020202,0.6501103341061308,0.020408876740672603,0.27040544359921115
11.2080791919192,0.6501053406482177,0.020598244305794336,0.2704566120336844
11.3481801818182,0.6500995540300469,0.020759268158379543,0.27054414590704434
11.4882811717172,0.6500853379015261,0.02088808076309581,0.2706041620656136
11.6283821616162,0.6500615189427336,0.02098364654296535,0.2705996599209216
11.7684831515152,0.6500395822319937,0.021049227243348075,0.270542028720153
11.9085841414141,0.6500417227184273,0.021091874330342503,0.27048691537341873
12.0486851313131,0.650090560251655,0.02111989451330837,0.2705074507366147
12.1887861212121,0.6501955250646141,0.021139500499901646,0.27065812214966867
12.3288871111111,0.6503438092889472,0.02115254901746415,0.27094640044824225
12.4689881010101,0.6505023779688377,0.021156940807487538,0.27132534494706256
12.6090890909091,0.6506320373536238,0.021149963549835477,0.27171082358656434
12.7491900808081,0.6507076711046429,0.021133175017605997,0.27201587066755445
12.8892910707071,0.6507342062922029,0.021116227080846928,0.27218679363445203
13.0293920606061,0.6507481908107836,0.021117059735528142,0.27222447232387226
13.1694930505051,0.6508001946459652,0.02115728599798689,0.2721806266594567
13.309594040404,0.6509216155240746,0.02125373587340829,0.2721299696571638
13.449695030303,0.6510875599551907,0.02140904488816404,0.27213001538765524
13.589796020202,0.6511914993587848,0.0216050838839813,0.27218589307521524
13.729897010101,0.6510447078325933,0.02180262936606507,0.272235463392503
13.869998,0.6504045893825444,0.02194897390523245,0.2721615521096822
