time,x_desired,y_desired,z_desired
4.021998298497446456e+01,5.577323625460204326e-01,1.815798667414527182e-02,2.518961787013892506e-01
4.022998298074397638e+01,5.577250266300226578e-01,1.802217496897783391e-02,2.518854125911727526e-01
4.023998297651348821e+01,5.577163226735948331e-01,1.788192330121155318e-02,2.518744239629456261e-01
4.024998297228300004e+01,5.577063609680732448e-01,1.773725306240855892e-02,2.518632303146510210e-01
4.025998296805251186e+01,5.576952496908781365e-01,1.758819036420103052e-02,2.518518493135108449e-01
4.026998296382202369e+01,5.576830948075460759e-01,1.743476603318521237e-02,2.518402987776229285e-01
4.027998295959153552e+01,5.576699999784366923e-01,1.727701559964182204e-02,2.518285966575643520e-01
4.028998295536104735e+01,5.576560664701829539e-01,1.711497928010432754e-02,2.518167610180195859e-01
4.029998295113055917e+01,5.576413930719478218e-01,1.694870195380554154e-02,2.518048100194524297e-01
4.030998294690007100e+01,5.576260760165392405e-01,1.677823313304201147e-02,2.517927618998394013e-01
4.031998294266958283e+01,5.576102089064290945e-01,1.660362692750448274e-02,2.517806349564825075e-01
4.032998293843909465e+01,5.575938826447137675e-01,1.642494200263148671e-02,2.517684475279186040e-01
4.033998293420860648e+01,5.575771853710448367e-01,1.624224153205174742e-02,2.517562179759421648e-01
4.034998292997811120e+01,5.575602024025511083e-01,1.605559314418947628e-02,2.517439646677585574e-01
4.035998292574762303e+01,5.575430161797658712e-01,1.586506886311505812e-02,2.517317059582830918e-01
4.036998292151713486e+01,5.575257062175641432e-01,1.567074504373169169e-02,2.517194601726021608e-01
4.037998291728664668e+01,5.575083490611076886e-01,1.547270230139655145e-02,2.517072455886112947e-01
4.038998291305615851e+01,5.574910182467885944e-01,1.527102543608280238e-02,2.516950804198453406e-01
4.039998290882567034e+01,5.574737842681539712e-01,1.506580335119639055e-02,2.516829827985146428e-01
4.040998290459518216e+01,5.574567145467859142e-01,1.485712896716885785e-02,2.516709707587613809e-01
4.041998290036469399e+01,5.574398734081068563e-01,1.464509912995460260e-02,2.516590622201494432e-01
4.042998289613420582e+01,5.574233220620694595e-01,1.442981451456787356e-02,2.516472749714007695e-01
4.043998289190371764e+01,5.574071185886865232e-01,1.421137952380147410e-02,2.516356266543907094e-01
4.044998288767322947e+01,5.573913179283473962e-01,1.398990218227551437e-02,2.516241347484143298e-01
4.045998288344274130e+01,5.573759718768624971e-01,1.376549402597075124e-02,2.516128165547351636e-01
4.046998287921225312e+01,5.573611290851696598e-01,1.353826998740687362e-02,2.516016891814276124e-01
4.047998287498176495e+01,5.573468350636312518e-01,1.330834827663172036e-02,2.515907695285235501e-01
4.048998287075126967e+01,5.573331321908437941e-01,1.307585025819271544e-02,2.515800742734731754e-01
4.049998286652078150e+01,5.573200597268765932e-01,1.284090032426683965e-02,2.515696198569296604e-01
4.050998286229029333e+01,5.573076538308513461e-01,1.260362576413017431e-02,2.515594224688671998e-01
4.051998285805980515e+01,5.572959475827665710e-01,1.236415663015248342e-02,2.515494980350405085e-01
4.052998285382931698e+01,5.572849710094687214e-01,1.212262560050641341e-02,2.515398622037943177e-01
4.053998284959882881e+01,5.572747511146650679e-01,1.187916783878470266e-02,2.515305303332308062e-01
4.054998284536834063e+01,5.572653119128690991e-01,1.163392085072227806e-02,2.515215174787418517e-01
4.055998284113785246e+01,5.572566744671650918e-01,1.138702433822329912e-02,2.515128383809130952e-01
4.056998283690736429e+01,5.572488569306744965e-01,1.113862005089605832e-02,2.515045074538062031e-01
4.057998283267687611e+01,5.572418745916016825e-01,1.088885163530117946e-02,2.514965387736252111e-01
4.058998282844638794e+01,5.572357399217346963e-01,1.063786448212076206e-02,2.514889460677723343e-01
4.059998282421589977e+01,5.572304626282714723e-01,1.038580557145800561e-02,2.514817427042981834e-01
4.060998281998541160e+01,5.572260497088402653e-01,1.013282331647839818e-02,2.514749416817512184e-01
4.061998281575491632e+01,5.572225055095787472e-01,9.879067405604782456e-03,2.514685556194302118e-01
4.062998281152442814e+01,5.572198317861352113e-01,9.624688643479536315e-03,2.514625967480438873e-01
4.063998280729393997e+01,5.572180277674509963e-01,9.369838790907655465e-03,2.514570769007802298e-01
4.064998280306345180e+01,5.572170902221825761e-01,9.114670403994818565e-03,2.514520075047893544e-01
4.065998279883296362e+01,5.572170135276193204e-01,8.859336672694423376e-03,2.514473995730814870e-01
4.066998279460247545e+01,5.572177897409509306e-01,8.603991258977232090e-03,2.514432636968426116e-01
4.067998279037198728e+01,5.572194086727382256e-01,8.348788134836552730e-03,2.514396100381692811e-01
4.068998278614149910e+01,5.572218579624383938e-01,8.093881420340879110e-03,2.514364483232238157e-01
4.069998278191101093e+01,5.572251231558359441e-01,7.839425221944633371e-03,2.514337878358109957e-01
4.070998277768052276e+01,5.572291877842295849e-01,7.585573471265986273e-03,2.514316374113764185e-01
4.071998277345003459e+01,5.572340334452254851e-01,7.332479764538889916e-03,2.514300054314270172e-01
4.072998276921954641e+01,5.572396398849855936e-01,7.080297202944199793e-03,2.514288998183733526e-01
4.073998276498905824e+01,5.572459850817818028e-01,6.829178234022316267e-03,2.514283280307933466e-01
4.074998276075857007e+01,5.572530453307056320e-01,6.579274494366988725e-03,2.514282970591160682e-01
4.075998275652807479e+01,5.572607953293843286e-01,6.330736653796906373e-03,2.514288134217250725e-01
4.076998275229758661e+01,5.572692082645546163e-01,6.083714261198382850e-03,2.514298831614792396e-01
4.077998274806709844e+01,5.572782558993468749e-01,5.838355592228892596e-03,2.514315118426494466e-01
4.078998274383661027e+01,5.572879086611333133e-01,5.594807499067397036e-03,2.514337045482690214e-01
4.079998273960612210e+01,5.572981357297946969e-01,5.353215262393361956e-03,2.514364658778952544e-01
4.080998273537563392e+01,5.573089051262637428e-01,5.113722445772057520e-03,2.514397999457796407e-01
4.081998273114514575e+01,5.573201838012019627e-01,4.876470752619255049e-03,2.514437103794434636e-01
4.082998272691465758e+01,5.573319377236720662e-01,4.641599885913670273e-03,2.514482003186557790e-01
4.083998272268416940e+01,5.573441319696678109e-01,4.409247410820604784e-03,2.514532724148098586e-01
4.084998271845368123e+01,5.573567308103667406e-01,4.179548620385081792e-03,2.514589288306949832e-01
4.085998271422319306e+01,5.573696977999735847e-01,3.952636404447470997e-03,2.514651712406586470e-01
4.086998270999270488e+01,5.573829958630250880e-01,3.728641121929092243e-03,2.514720008311558397e-01
4.087998270576221671e+01,5.573965873810285965e-01,3.507690476629631536e-03,2.514794183016801910e-01
4.088998270153172854e+01,5.574104342783127164e-01,3.289909396672381289e-03,2.514874238660725903e-01
4.089998269730123326e+01,5.574244981069672589e-01,3.075419917727348351e-03,2.514960172542026751e-01
4.090998269307074509e+01,5.574387401307577816e-01,2.864341070136178832e-03,2.515051977140173034e-01
4.091998268884025691e+01,5.574531214078991548e-01,2.656788770056607660e-03,2.515149640139513476e-01
4.092998268460976874e+01,5.574676028725794596e-01,2.452875714737812532e-03,2.515253144456952028e-01
4.093998268037928057e+01,5.574821454151271949e-01,2.252711282031596117e-03,2.515362468273131813e-01
4.094998267614879239e+01,5.574967099607198717e-01,2.056401434237783120e-03,2.515477585067069088e-01
4.095998267191830422e+01,5.575112575465346332e-01,1.864048626375596884e-03,2.515598463654180605e-01
4.096998266768781605e+01,5.575257493972470835e-01,1.675751718966085732e-03,2.515725068227639416e-01
4.097998266345732787e+01,5.575401469987869563e-01,1.491605895403917692e-03,2.515857358402996957e-01
4.098998265922683970e+01,5.575544121702652456e-01,1.311702583990054759e-03,2.515995289266009238e-01
4.099998265499635153e+01,5.575685071339900878e-01,1.136129384689977184e-03,2.516138811423597743e-01
4.100998265076586335e+01,5.575823945834932349e-01,9.649700006752582422e-04,2.516287871057881209e-01
4.101998264653537518e+01,5.575960377494942888e-01,7.983041746993991584e-04,2.516442409983208894e-01
4.102998264230487990e+01,5.576094004637336399e-01,6.362076303519400948e-04,2.516602365706124833e-01
4.103998263807439173e+01,5.576224472206084970e-01,4.787520182279715272e-04,2.516767671488196467e-01
4.104998263384390356e+01,5.576351432365527216e-01,3.260048670432914571e-04,2.516938256411631047e-01
4.105998262961341538e+01,5.576474545071042899e-01,1.780295397186005266e-04,2.517114045447614301e-01
4.106998262538292721e+01,5.576593478616090893e-01,3.488519444930755580e-05,2.517294959527290321e-01
4.107998262115243904e+01,5.576707910155147552e-01,-1.033732492292584073e-04,2.517480915615317172e-01
4.108998261692195086e+01,5.576817526202112463e-01,-2.366951393781553756e-04,2.517671826785915501e-01
4.109998261269146269e+01,5.576922023103818571e-01,-3.650341155962399118e-04,2.517867602301342989e-01
4.110998260846097452e+01,5.577021107488298046e-01,-4.883481279768554523e-04,2.518068147692711922e-01
4.111998260423048634e+01,5.577114496687529677e-01,-6.065994510964739603e-04,2.518273364843077178e-01
4.112998259999999817e+01,5.577201919134412433e-01,-7.197546930583853877e-04,2.518483152072717446e-01
4.113998259576951000e+01,5.577283114733770919e-01,-8.277847996208435258e-04,2.518697404226529213e-01
4.114998259153902183e+01,5.577357835207240599e-01,-9.306650534452885672e-04,2.518916012763460777e-01
4.115998258730853365e+01,5.577425844411905143e-01,-1.028375068506361166e-03,2.519138865847903586e-01
4.116998258307803837e+01,5.577486918632631463e-01,-1.120898779711394571e-03,2.519365848442964850e-01
4.117998257884755020e+01,5.577540846848064726e-01,-1.208224427782913406e-03,2.519596842405540382e-01
4.118998257461706203e+01,5.577587430970295523e-01,-1.290344539463375356e-03,2.519831726583112719e-01
4.119998257038657385e+01,5.577626486058258060e-01,-1.367255903106949196e-03,2.520070376912190158e-01
4.120998256615608568e+01,5.577657840504947062e-01,-1.438959539728534506e-03,2.520312666518311207e-01
4.121998256192559751e+01,5.577681336198589968e-01,-1.505460669585484412e-03,2.520558465817534510e-01
4.122998255769510934e+01,5.577696828657944250e-01,-1.566768674372580631e-03,2.520807642619332101e-01
4.123998255346462116e+01,5.577704187141925285e-01,-1.622897055115733907e-03,2.521060062230809362e-01
4.124998254923413299e+01,5.577703294733815653e-01,-1.673863385854634962e-03,2.521315587562171778e-01
4.125998254500364482e+01,5.577694048400330118e-01,-1.719689263209148427e-03,2.521574079233358523e-01
4.126998254077315664e+01,5.577676359025854902e-01,-1.760400251928636011e-03,2.521835395681761294e-01
4.127998253654266847e+01,5.577650151422210989e-01,-1.796025826527591516e-03,2.522099393270954559e-01
4.128998253231218030e+01,5.577615364314316704e-01,-1.826599309114987661e-03,2.522365926400353398e-01
4.129998252808169212e+01,5.577571950302169235e-01,-1.852157803528546543e-03,2.522634847615721765e-01
4.130998252385119685e+01,5.577519875799584748e-01,-1.872742125888767666e-03,2.522906007720452370e-01
4.131998251962070867e+01,5.577459120950166716e-01,-1.888396731690968316e-03,2.523179255887540995e-01
4.132998251539022050e+01,5.577389679521004284e-01,-1.899169639556804899e-03,2.523454439772175317e-01
4.133998251115973233e+01,5.577311558774628031e-01,-1.905112351769761144e-03,2.523731405624859980e-01
4.134998250692924415e+01,5.577224779319773784e-01,-1.906279771721889173e-03,2.524009998405004063e-01
4.135998250269875598e+01,5.577129374941527384e-01,-1.902730118401695612e-03,2.524290061894892134e-01
4.136998249846826781e+01,5.577025392411457672e-01,-1.894524838055446948e-03,2.524571438813956736e-01
4.137998249423777963e+01,5.576912891278349438e-01,-1.881728513156354261e-03,2.524853970933288450e-01
4.138998249000729146e+01,5.576791943640180271e-01,-1.864408768818065758e-03,2.525137499190292512e-01
4.139998248577680329e+01,5.576662633898007426e-01,-1.842636176790654959e-03,2.525421863803431477e-01
4.140998248154631511e+01,5.576525058492433073e-01,-1.816484157178844747e-03,2.525706904386966767e-01
4.141998247731582694e+01,5.576379325623350702e-01,-1.786028878023549534e-03,2.525992460065634160e-01
4.142998247308533877e+01,5.576225554953677666e-01,-1.751349152888947948e-03,2.526278369589172179e-01
4.143998246885484349e+01,5.576063877297799953e-01,-1.712526336598229129e-03,2.526564471446635651e-01
4.144998246462435532e+01,5.575894434295461943e-01,-1.669644219261874575e-03,2.526850603980420051e-01
4.145998246039386714e+01,5.575717378071858299e-01,-1.622788918742853071e-03,2.527136605499921695e-01
4.146998245616337897e+01,5.575532870884671865e-01,-1.572048771703425489e-03,2.527422314394767722e-01
4.147998245193289080e+01,5.575341084758839161e-01,-1.517514223378369160e-03,2.527707569247542030e-01
4.148998244770240262e+01,5.575142201109803963e-01,-1.459277716219353283e-03,2.527992208945936681e-01
4.149998244347191445e+01,5.574936410356046146e-01,-1.397433577554921215e-03,2.528276072794261586e-01
4.150998243924142628e+01,5.574723911521675124e-01,-1.332077906410070785e-03,2.528559000624240882e-01
4.151998243501093810e+01,5.574504911829867293e-01,-1.263308459628773505e-03,2.528840832905033253e-01
4.152998243078044993e+01,5.574279626287945710e-01,-1.191224537441934114e-03,2.529121410852403495e-01
4.153998242654996176e+01,5.574048277264891382e-01,-1.115926868622279080e-03,2.529400576536980916e-01
4.154998242231947359e+01,5.573811094062083304e-01,-1.037517495366470453e-03,2.529678172991542406e-01
4.155998241808898541e+01,5.573568312478055509e-01,-9.560996580433767014e-04,2.529954044317249684e-01
4.156998241385849724e+01,5.573320174368062707e-01,-8.717776799459040632e-04,2.530228035788781860e-01
4.157998240962800196e+01,5.573066927199242793e-01,-7.846568521820969193e-04,2.530499993958296723e-01
4.158998240539751379e+01,5.572808823602150019e-01,-6.948433188393656097e-04,2.530769766758161898e-01
4.159998240116702561e+01,5.572546120919453783e-01,-6.024439625536976957e-04,2.531037203602391483e-01
4.160998239693653744e+01,5.572279080752549074e-01,-5.075662906135547988e-04,2.531302155486730432e-01
4.161998239270604927e+01,5.572007968506864639e-01,-4.103183217258656859e-04,2.531564475087325627e-01
4.162998238847556109e+01,5.571733052936608255e-01,-3.108084735690934278e-04,2.531824016857925908e-01
4.163998238424507292e+01,5.571454605689702966e-01,-2.091454512557924350e-04,2.532080637125554423e-01
4.164998238001458475e+01,5.571172900853640364e-01,-1.054381368243822710e-04,2.532334194184595044e-01
4.165998237578409658e+01,5.570888214502984770e-01,2.045201229448765290e-07,2.532584548389237855e-01
4.166998237155360840e+01,5.570600824249232197e-01,1.076736105221893331e-04,2.532831562244232670e-01
4.167998236732312023e+01,5.570311008793725760e-01,2.168603725784217352e-04,2.533075100493891174e-01
4.168998236309263206e+01,5.570019047484316976e-01,3.276562970177487833e-04,2.533315030209290497e-01
4.169998235886214388e+01,5.569725219876427991e-01,4.399532307557755249e-04,2.533551220873626053e-01
4.170998235463164860e+01,5.569429805299193070e-01,5.536434788812965267e-04,2.533783544465661453e-01
4.171998235040116043e+01,5.569133082427298875e-01,6.686199048573572990e-04,2.534011875541228309e-01
4.172998234617067226e+01,5.568835328859158551e-01,7.847760288453145333e-04,2.534236091312728201e-01
4.173998234194018409e+01,5.568536820702020274e-01,9.020061240610853081e-04,2.534456071726591264e-01
4.174998233770969591e+01,5.568237832164595336e-01,1.020205311076402641e-03,2.534671699538642020e-01
4.175998233347920774e+01,5.567938635157788640e-01,1.139269649981582925e-03,2.534882860387334125e-01
4.176998232924871957e+01,5.567639498904066730e-01,1.259096230330053337e-03,2.535089442864805753e-01
4.177998232501823139e+01,5.567340689556002920e-01,1.379583258788680570e-03,2.535291338585718979e-01
4.178998232078774322e+01,5.567042469824512452e-01,1.500630144421775296e-03,2.535488442253836516e-01
4.179998231655725505e+01,5.566745098617267296e-01,1.622137581540518056e-03,2.535680651726304746e-01
4.180998231232676687e+01,5.566448830687760196e-01,1.744007630053456999e-03,2.535867868075598053e-01
4.181998230809627870e+01,5.566153916295474291e-01,1.866143793257651201e-03,2.536049995649093391e-01
4.182998230386579053e+01,5.565860600877576836e-01,1.988451093013984122e-03,2.536226942126235673e-01
4.183998229963530235e+01,5.565569124732558937e-01,2.110836142254129098e-03,2.536398618573265651e-01
4.184998229540480708e+01,5.565279722716193200e-01,2.233207214770621066e-03,2.536564939495472015e-01
4.185998229117431890e+01,5.564992623950182349e-01,2.355474312245454081e-03,2.536725822886943260e-01
4.186998228694383073e+01,5.564708051543835188e-01,2.477549228476602118e-03,2.536881190277784914e-01
4.187998228271334256e+01,5.564426222329095229e-01,2.599345610765807588e-03,2.537030966778777152e-01
4.188998227848285438e+01,5.564147346609212841e-01,2.720779018434945403e-03,2.537175081123447251e-01
4.189998227425236621e+01,5.563871627921340712e-01,2.841766978442184389e-03,2.537313465707528581e-01
4.190998227002187804e+01,5.563599262813299084e-01,2.962229038073083565e-03,2.537446056625786150e-01
4.191998226579138986e+01,5.563330440634747243e-01,3.082086814685633565e-03,2.537572793706187602e-01
4.192998226156090169e+01,5.563065343342959990e-01,3.201264042492099355e-03,2.537693620541395800e-01
4.193998225733041352e+01,5.562804145323402283e-01,3.319686616364329445e-03,2.537808484517569685e-01
4.194998225309992534e+01,5.562547013225256354e-01,3.437282632652958504e-03,2.537917336840451732e-01
4.195998224886943717e+01,5.562294105812044531e-01,3.553982427014654340e-03,2.538020132558730380e-01
4.196998224463894900e+01,5.562045573827464340e-01,3.669718609245229985e-03,2.538116830584662975e-01
4.197998224040846083e+01,5.561801559876531353e-01,3.784426095120050747e-03,2.538207393711947590e-01
4.198998223617796555e+01,5.561562198322103079e-01,3.898042135246731783e-03,2.538291788630832602e-01
4.199998223194747737e+01,5.561327615196831609e-01,4.010506340938615501e-03,2.538369985940456819e-01
4.200998222771698920e+01,5.561097928130580570e-01,4.121760707120941149e-03,2.538441960158414057e-01
4.201998222348650103e+01,5.560873246293308592e-01,4.231749632285000326e-03,2.538507689727536598e-01
4.202998221925601285e+01,5.560653670353414846e-01,4.340419935508840407e-03,2.538567157019895326e-01
4.203998221502552468e+01,5.560439292451501148e-01,4.447720870566308771e-03,2.538620348338013755e-01
4.204998221079503651e+01,5.560230196189507312e-01,4.553604137149372746e-03,2.538667253913297617e-01
4.205998220656454833e+01,5.560026456635140946e-01,4.658023889231694206e-03,2.538707867901684456e-01
4.206998220233406016e+01,5.559828140341506186e-01,4.760936740604428813e-03,2.538742188376512665e-01
4.207998219810357199e+01,5.559635305381822601e-01,4.862301767618103059e-03,2.538770217318622735e-01
4.208998219387308382e+01,5.559448001399094341e-01,4.962080509167229002e-03,2.538791960603692388e-01
4.209998218964259564e+01,5.559266269670584126e-01,5.060236963957036663e-03,2.538807427986818355e-01
4.210998218541210747e+01,5.559090143186919963e-01,5.156737585094315658e-03,2.538816633084359786e-01
4.211998218118161219e+01,5.558919646745643650e-01,5.251551272046900767e-03,2.538819593353049964e-01
4.212998217695112402e+01,5.558754797059002328e-01,5.344649360018770799e-03,2.538816330066398508e-01
4.213998217272063584e+01,5.558595602875754382e-01,5.436005606790065073e-03,2.538806868288398522e-01
4.214998216849014767e+01,5.558442065116753206e-01,5.525596177073576094e-03,2.538791236844558652e-01
4.215998216425965950e+01,5.558294177024052374e-01,5.613399624441418531e-03,2.538769468290281717e-01
4.216998216002917133e+01,5.558151924323262438e-01,5.699396870877614617e-03,2.538741598876614325e-01
4.217998215579868315e+01,5.558015285398874017e-01,5.783571184014309370e-03,2.538707668513389692e-01
4.218998215156819498e+01,5.557884231482242976e-01,5.865908152111142665e-03,2.538667720729795296e-01
4.219998214733770681e+01,5.557758726851924624e-01,5.946395656839081542e-03,2.538621802632390900e-01
4.220998214310721863e+01,5.557638729046031623e-01,6.025023843931653737e-03,2.538569964860610817e-01
4.221998213887673046e+01,5.557524189086264776e-01,6.101785091768056890e-03,2.538512261539779824e-01
4.222998213464624229e+01,5.557415051713271437e-01,6.176673977954086348e-03,2.538448750231684370e-01
4.223998213041575411e+01,5.557311255632957359e-01,6.249687243968141126e-03,2.538379491882727934e-01
4.224998212618526594e+01,5.557212733773382318e-01,6.320823757940836549e-03,2.538304550769715506e-01
4.225998212195477066e+01,5.557119413551839804e-01,6.390084475637875308e-03,2.538223994443305487e-01
4.226998211772428249e+01,5.557031217151728875e-01,6.457472399716873875e-03,2.538137893669171752e-01
4.227998211349379432e+01,5.556948061808801853e-01,6.522992537329797870e-03,2.538046322366921959e-01
4.228998210926330614e+01,5.556869860106378178e-01,6.586651856143486625e-03,2.537949357546814833e-01
4.229998210503281797e+01,5.556796520279085883e-01,6.648459238851500870e-03,2.537847079244330284e-01
4.230998210080232980e+01,5.556727946524697703e-01,6.708425436251187583e-03,2.537739570452637317e-01
4.231998209657184162e+01,5.556664039323622184e-01,6.766563018960389427e-03,2.537626917053014686e-01
4.232998209234135345e+01,5.556604695765594570e-01,6.822886327848703275e-03,2.537509207743276485e-01
4.233998208811086528e+01,5.556549809883103430e-01,6.877411423258550545e-03,2.537386533964259838e-01
4.234998208388037710e+01,5.556499272991101135e-01,6.930156033091594385e-03,2.537258989824428546e-01
4.235998207964988893e+01,5.556452974032518588e-01,6.981139499836228751e-03,2.537126672022658180e-01
4.236998207541940076e+01,5.556410799929116795e-01,7.030382726611948511e-03,2.536989679769253714e-01
4.237998207118891258e+01,5.556372635937183446e-01,7.077908122306427949e-03,2.536848114705270718e-01
4.238998206695841731e+01,5.556338366007607110e-01,7.123739545881042218e-03,2.536702080820198990e-01
4.239998206272792913e+01,5.556307873149831655e-01,7.167902249920411056e-03,2.536551684368076875e-01
4.240998205849744096e+01,5.556281039799206845e-01,7.210422823501295986e-03,2.536397033782098465e-01
4.241998205426695279e+01,5.556257748187233281e-01,7.251329134455853503e-03,2.536238239587789156e-01
4.242998205003646461e+01,5.556237880714224309e-01,7.290650271103834776e-03,2.536075414314813981e-01
4.243998204580597644e+01,5.556221320323874169e-01,7.328416483527857433e-03,2.535908672407492515e-01
4.244998204157548827e+01,5.556207950879249458e-01,7.364659124465291334e-03,2.535738130134089774e-01
4.245998203734500009e+01,5.556197657539690971e-01,7.399410589889692143e-03,2.535563905494963022e-01
4.246998203311451192e+01,5.556190327138154084e-01,7.432704259353999261e-03,2.535386118129633326e-01
4.247998202888402375e+01,5.556185848558464757e-01,7.464574436166958316e-03,2.535204889222863467e-01
4.248998202465353557e+01,5.556184113112022649e-01,7.495056287473373172e-03,2.535020341409814915e-01
4.249998202042304740e+01,5.556185014913441744e-01,7.524185784307910359e-03,2.534832598680366034e-01
4.250998201619255923e+01,5.556188451254647775e-01,7.551999641691200388e-03,2.534641786282670894e-01
4.251998201196207106e+01,5.556194322976937272e-01,7.578535258835965641e-03,2.534448030626036408e-01
4.252998200773157578e+01,5.556202534840525287e-01,7.603830659529819437e-03,2.534251459183202715e-01
4.253998200350108760e+01,5.556212995891089967e-01,7.627924432760244643e-03,2.534052200392107879e-01
4.254998199927059943e+01,5.556225619822842132e-01,7.650855673646064954e-03,2.533850383557219033e-01
4.255998199504011126e+01,5.556240325337651331e-01,7.672663924738492083e-03,2.533646138750514920e-01
4.256998199080962308e+01,5.556257036499756552e-01,7.693389117753530147e-03,2.533439596712203645e-01
4.257998198657913491e+01,5.556275683085600825e-01,7.713071515796181971e-03,2.533230888751261678e-01
4.258998198234864674e+01,5.556296200928334539e-01,7.731751656135535909e-03,2.533020146645877380e-01
4.259998197811815857e+01,5.556318532256538933e-01,7.749470293588362445e-03,2.532807502543888423e-01
4.260998197388767039e+01,5.556342626026725684e-01,7.766268344567413447e-03,2.532593088863294151e-01
4.261998196965718222e+01,5.556368438249177366e-01,7.782186831849095647e-03,2.532377038192934471e-01
4.262998196542669405e+01,5.556395932306700258e-01,7.797266830113661583e-03,2.532159483193420213e-01
4.263998196119620587e+01,5.556425079265867595e-01,7.811549412309495670e-03,2.531940556498398776e-01
4.264998195696571770e+01,5.556455858180342489e-01,7.825075596891464119e-03,2.531720390616246097e-01
4.265998195273522953e+01,5.556488256385876401e-01,7.837886295981665030e-03,2.531499117832267109e-01
4.266998194850473425e+01,5.556522269786589030e-01,7.850022264499281754e-03,2.531276870111496824e-01
4.267998194427424608e+01,5.556557903132141041e-01,7.861524050304520908e-03,2.531053779002181980e-01
4.268998194004375790e+01,5.556595170285428820e-01,7.872431945399955416e-03,2.530829975540033749e-01
4.269998193581326973e+01,5.556634094480426000e-01,7.882785938230834830e-03,2.530605590153334195e-01
4.270998193158278156e+01,5.556674708569832033e-01,7.892625667124205172e-03,2.530380752568982539e-01
4.271998192735229338e+01,5.556717055262163640e-01,7.901990374904901623e-03,2.530155591719564501e-01
4.272998192312180521e+01,5.556761187347966091e-01,7.910918864724728744e-03,2.529930235651531856e-01
4.273998191889131704e+01,5.556807167914822321e-01,7.919449457139323204e-03,2.529704811434568268e-01
4.274998191466082886e+01,5.556855070550843489e-01,7.927619948465424587e-03,2.529479445072229660e-01
4.275998191043034069e+01,5.556904979536341216e-01,7.935467570449467045e-03,2.529254261413939053e-01
4.276998190619985252e+01,5.556956990023393939e-01,7.943028951276570951e-03,2.529029384068410269e-01
4.277998190196936434e+01,5.557011208203037622e-01,7.950340077947226983e-03,2.528804935318587632e-01
4.278998189773887617e+01,5.557067751459808802e-01,7.957436260047127952e-03,2.528581036038172747e-01
4.279998189350838089e+01,5.557126748513393499e-01,7.964352094933766640e-03,2.528357805609818265e-01
4.280998188927789272e+01,5.557188339547151079e-01,7.971121434361612065e-03,2.528135361845059714e-01
4.281998188504740455e+01,5.557252676323274354e-01,7.977777352565865523e-03,2.527913820906064202e-01
4.282998188081691637e+01,5.557319922284387204e-01,7.984352115822932958e-03,2.527693297229261504e-01
4.283998187658642820e+01,5.557390252641383199e-01,7.990877153503992900e-03,2.527473903450933590e-01
4.284998187235594003e+01,5.557463854447310947e-01,7.997383030636190035e-03,2.527255750334824191e-01
4.285998186812545185e+01,5.557540926657144054e-01,8.003899421984199403e-03,2.527038946701842814e-01
4.286998186389496368e+01,5.557621680173286949e-01,8.010455087663119478e-03,2.526823599361919803e-01
4.287998185966447551e+01,5.557706337876657798e-01,8.017077850291860416e-03,2.526609813048080744e-01
4.288998185543398733e+01,5.557795134643241930e-01,8.023794573694439936e-03,2.526397690352797376e-01
4.289998185120349916e+01,5.557888317345985874e-01,8.030631143154838558e-03,2.526187331666675528e-01
4.290998184697301099e+01,5.557986144841950971e-01,8.037612447229308676e-03,2.525978835119533361e-01
4.291998184274252282e+01,5.558088887944627743e-01,8.044762361118347471e-03,2.525772296523925986e-01
4.292998183851203464e+01,5.558196829381356618e-01,8.052103731598803799e-03,2.525567809321167534e-01
4.293998183428153936e+01,5.558310263735797285e-01,8.059658363514904736e-03,2.525365464529896187e-01
4.294998183005105119e+01,5.558429497375402262e-01,8.067447007825332556e-03,2.525165350697234912e-01
4.295998182582056302e+01,5.558554848363885803e-01,8.075489351201840110e-03,2.524967553852583424e-01
4.296998182159007484e+01,5.558686646358668160e-01,8.083804007173229014e-03,2.524772157464090783e-01
4.297998181735958667e+01,5.558825232493308510e-01,8.092408508806964162e-03,2.524579242397839707e-01
4.298998181312909850e+01,5.558970959244952104e-01,8.101319302919077897e-03,2.524388886879780358e-01
4.299998180889861032e+01,5.559124190286819367e-01,8.110551745801490575e-03,2.524201166460450785e-01
4.300998180466812215e+01,5.559285300325802481e-01,8.120120100454316509e-03,2.524016153982506228e-01
4.301998180043763398e+01,5.559454674925229378e-01,8.130037535309267080e-03,2.523833919551088933e-01
4.302998179620714581e+01,5.559632710312887305e-01,8.140316124428736283e-03,2.523654530507059568e-01
4.303998179197665763e+01,5.559819813174391445e-01,8.150966849163757480e-03,2.523478051403115208e-01
4.304998178774616946e+01,5.560016400432027384e-01,8.161999601252576883e-03,2.523304543982805015e-01
4.305998178351568129e+01,5.560222899009187314e-01,8.173423187340206689e-03,2.523134067162463579e-01
4.306998177928518601e+01,5.560439745580546544e-01,8.185245334897972916e-03,2.522966677016070802e-01
4.307998177505469783e+01,5.560667386308142390e-01,8.197472699520763281e-03,2.522802426763046668e-01
4.308998177082420966e+01,5.560906276563519768e-01,8.210110873578351648e-03,2.522641366758985870e-01
4.309998176659372149e+01,5.561156880636147770e-01,8.223164396195969950e-03,2.522483544489334539e-01
4.310998176236323332e+01,5.561419671428291522e-01,8.236636764538039085e-03,2.522329004566006283e-01
