time,q1,q2,q3,q4,q5,q6,q7,dq1,dq2,dq3,dq4,dq5,dq6,dq7
0.0,-0.1835494367156443,0.5439865126398635,3.2898848938456804,2.0569068142447735,-0.14673350810175592,0.5503785754644878,0.7165020669750152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.009999995769511305,-0.1835494367156443,0.5439865126398635,3.2898848938456804,2.0569068142447735,-0.14673350810175592,0.5503785754644878,0.7165020669750152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01999999153902261,-0.1835494367156443,0.5439865126398635,3.2898848938456804,2.0569068142447735,-0.14673350810175592,0.5503785754644878,0.7165020669750152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.029999987308533912,-0.1835494367156443,0.5439865126398635,3.2898848938456804,2.0569068142447735,-0.14673350810175592,0.5503785754644878,0.7165020669750152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03999998307804522,-0.1835494367156443,0.5439865126398635,3.2898848938456804,2.0569068142447735,-0.14673350810175592,0.5503785754644878,0.7165020669750152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.049999978847556525,-0.1835494367156443,0.5439865126398635,3.2898848938456804,2.0569068142447735,-0.14673350810175592,0.5503785754644878,0.7165020669750152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.059999974617067825,-0.1835494367156443,0.5439865126398635,3.2898848938456804,2.0569068142447735,-0.14673350810175592,0.5503785754644878,0.7165020669750152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06999997038657914,-0.1835494367156443,0.5439865126398635,3.2898848938456804,2.0569068142447735,-0.14673350810175592,0.5503785754644878,0.7165020669750152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07999996615609044,-0.1835494367156443,0.5439865126398635,3.2898848938456804,2.0569068142447735,-0.14673350810175592,0.5503785754644878,0.7165020669750152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08999996192560172,-0.1835494367156443,0.5439865126398635,3.2898848938456804,2.0569068142447735,-0.14673350810175592,0.5503785754644878,0.7165020669750152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09999995769511304,-0.1835494367156443,0.5439865126398635,3.2898848938456804,2.0569068142447735,-0.14673350810175592,0.5503785754644878,0.7165020669750152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.10999995346462436,-0.1835494367156443,0.5439865126398635,3.2898848938456804,2.0569068142447735,-0.14673350810175592,0.5503785754644878,0.7165020669750152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11999994923413564,-0.1835494367156443,0.5439865126398635,3.2898848938456804,2.0569068142447735,-0.14673350810175592,0.5503785754644878,0.7165020669750152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12999994500364695,-0.1835494367156443,0.5439865126398635,3.2898848938456804,2.0569068142447735,-0.14673350810175592,0.5503785754644878,0.7165020669750152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
