time,ax,ay,az
2.790005564754098444e+01,-1.632302663404685064e-02,8.940776715190952573e-03,2.562276010081254024e-02
2.800005584699453820e+01,-1.786287997503164388e-02,8.601301851810122870e-03,3.551715449930647334e-02
2.810005604644808841e+01,-1.909002484618359252e-02,8.587349183570376979e-03,4.315545208230150975e-02
2.820005624590163862e+01,-1.989043745060210464e-02,6.785464079336440794e-03,5.414903502394102786e-02
2.830005644535519238e+01,-1.987633855024053403e-02,3.143411115304611814e-03,6.590738304543707071e-02
2.840005664480874259e+01,-1.974641097336853404e-02,4.370281058941384057e-04,7.409871863663967939e-02
2.850005684426229635e+01,-1.978044691124683507e-02,-1.382661010094205509e-03,8.087899997045476519e-02
2.860005704371584656e+01,-1.897326511033267660e-02,-5.074842308821434986e-03,8.758242310114004725e-02
2.870005724316940032e+01,-1.764213650400536793e-02,-9.460417097976231773e-03,9.250921946013429542e-02
2.880005744262295053e+01,-1.587562513665317920e-02,-1.419189496069570011e-02,9.493694530761602468e-02
2.890005764207650429e+01,-1.418109017798082662e-02,-1.842349475817381399e-02,9.586458122406224525e-02
2.900005784153005450e+01,-1.172763650434336530e-02,-2.314511769853196121e-02,9.155383178311819747e-02
2.910005804098360827e+01,-1.015455024909207860e-02,-2.631058332973045324e-02,8.899390341429547213e-02
2.920005824043715847e+01,-8.555961389584460994e-03,-2.915265744225606359e-02,8.465065110043042129e-02
2.930005843989071224e+01,-6.937736193897942744e-03,-3.153236249598745378e-02,7.816324059298522531e-02
2.940005863934426245e+01,-5.399494276874579161e-03,-3.333513074924527447e-02,6.996504716329851603e-02
2.950005883879781621e+01,-3.986053778076112039e-03,-3.448501944336304637e-02,6.023141387432857929e-02
2.960005903825136642e+01,-2.734576161750248459e-03,-3.492923282715178906e-02,4.917706855661501536e-02
2.970005923770492018e+01,-1.673657187897614404e-03,-3.463942340431294675e-02,3.704824939776458353e-02
2.980005943715847039e+01,-8.229122892162573592e-04,-3.361185251362819315e-02,2.411469468529776547e-02
2.990005963661202415e+01,-1.862056132586654175e-04,-3.177610371626404112e-02,1.036799573973463603e-02
3.000005983606557436e+01,2.150559101599808774e-04,-2.938012940086559208e-02,-3.189083552997827760e-03
3.010006003551912812e+01,4.022065466614611114e-04,-2.636559044553987707e-02,-1.671580929983574118e-02
3.020006023497267833e+01,4.094753666997137448e-04,-2.303533163465819669e-02,-2.944183524849675396e-02
3.030006043442623209e+01,2.085808528353154281e-04,-1.895692641687243829e-02,-4.229260422647163065e-02
3.040006063387978230e+01,2.934995513839631898e-05,-1.621469432472154304e-02,-5.168655561411069493e-02
3.050006083333333606e+01,-7.356675849171053806e-04,-9.096879692911959137e-03,-6.626601848907939796e-02
3.060006103278688627e+01,-1.085596388276693436e-03,-6.306734922149979244e-03,-7.383943053354323494e-02
3.070006123224044003e+01,-1.807533248606470752e-03,-1.005953306670406703e-03,-8.288323973337549666e-02
3.080006143169399024e+01,-2.734715071392620957e-03,5.582949716101768406e-03,-9.040407340166897732e-02
3.090006163114754045e+01,-3.246363108893696951e-03,8.469802537152324590e-03,-9.543587160152082471e-02
3.100006183060109421e+01,-3.962065714766129822e-03,1.301256600297426291e-02,-9.898438900619362102e-02
3.110006203005464442e+01,-4.613385745975610505e-03,1.713946145726728820e-02,-1.007284964168297658e-01
3.120006222950819819e+01,-5.168885552894780105e-03,2.140889851362898222e-02,-9.871735635805103937e-02
3.130006242896174840e+01,-5.561409591639554853e-03,2.404597831317567200e-02,-9.741113768147123542e-02
3.140006262841530216e+01,-5.854881258017714980e-03,2.626163108196276699e-02,-9.476743796122115426e-02
3.150006282786885237e+01,-6.011881952473682560e-03,2.803505475845158301e-02,-9.062393845614630239e-02
3.160006302732240613e+01,-6.034209882641605217e-03,2.931815654443070338e-02,-8.530003625120508026e-02
3.170006322677595634e+01,-5.916574449976886446e-03,3.010810778853999226e-02,-7.894812065217206298e-02
3.180006342622951010e+01,-5.657611801874548423e-03,3.041303974538772659e-02,-7.173360274692822114e-02
3.190006362568306031e+01,-5.259659741519911308e-03,3.025125772231509330e-02,-6.383012050087674694e-02
3.200006382513661407e+01,-4.728464765633370002e-03,2.965014512443125624e-02,-5.541515893880240989e-02
3.210006402459016783e+01,-4.072824106547204281e-03,2.864487816451697852e-02,-4.666592211301105741e-02
3.220006422404371449e+01,-3.276698619729493181e-03,2.722629719201208331e-02,-3.756155244950568073e-02
3.230006442349726825e+01,-2.418115261103223872e-03,2.555739246019586575e-02,-2.873724837190338305e-02
3.240006462295082201e+01,-1.473342139647530183e-03,2.361941950550873123e-02,-2.005079372897999521e-02
3.250006482240437578e+01,-5.138953718312046053e-04,2.158918432943519872e-02,-1.197179690396381856e-02
3.260006502185792243e+01,5.709299853151062745e-04,1.922591078839135451e-02,-3.837033504629824149e-03
3.270006522131147619e+01,1.682519005197199817e-03,1.676434292573772758e-02,3.718752096584237651e-03
3.280006542076502996e+01,2.437791296946936141e-03,1.510210970043332490e-02,9.100865488647899570e-03
3.290006562021858372e+01,4.452162957198602458e-03,1.048356564354401346e-02,1.873954548527083028e-02
3.300006581967213037e+01,4.669549254699915074e-03,1.007115127021861178e-02,2.123638192132794311e-02
3.310006601912568414e+01,6.478133883662000846e-03,5.845374141981067063e-03,2.773116839617156826e-02
3.320006621857923790e+01,7.039250223902241733e-03,4.617316707898175623e-03,3.047633180398131442e-02
3.330006641803278455e+01,7.962109048313112392e-03,2.488428706254138499e-03,3.334222661771971824e-02
3.340006661748633832e+01,8.638394463134685744e-03,9.974242618699816557e-04,3.560068153253309609e-02
3.350006681693989208e+01,9.510741819494919480e-03,-1.060334579214614222e-03,3.702750614573267068e-02
3.360006701639344584e+01,1.026002619298469615e-02,-2.857309937050881050e-03,3.759168147008178779e-02
3.370006721584699250e+01,1.091026163562591571e-02,-4.596292935696168203e-03,3.650398026083425534e-02
3.380006741530054626e+01,1.133461486382046114e-02,-5.680546786833756863e-03,3.568946042391746287e-02
3.390006761475410002e+01,1.164509004224438364e-02,-6.547317342998320265e-03,3.426218954939152378e-02
3.400006781420765378e+01,1.183914880385019373e-02,-7.197819324243372001e-03,3.229025367571937422e-02
3.410006801366120044e+01,1.191579560236677438e-02,-7.636878914915129490e-03,2.984533542413708718e-02
3.420006821311475420e+01,1.187537147578399815e-02,-7.872043483012177573e-03,2.700228996766446121e-02
3.430006841256830796e+01,1.171948993540636828e-02,-7.913274845104305635e-03,2.383750792948453184e-02
3.440006861202186172e+01,1.145095436519865013e-02,-7.772615368969760206e-03,2.042742618105842026e-02
3.450006881147540838e+01,1.107366093733207039e-02,-7.463839230590433790e-03,1.684719659239361164e-02
