time,tau_j1,tau_j2,tau_j3,tau_j4,tau_j5,tau_j6,tau_j7
4.889997931291028443e+00,-3.183423400661552494e-01,-3.200904543013984238e+01,1.455171075298038197e+01,2.453177338648399086e+01,1.973144420950859068e+00,2.949903661544657218e+00,-4.154630315525596751e-02
4.899997927060539382e+00,-3.759406250559946816e-01,-4.609370972257272570e+01,1.962074889803696820e+01,3.226195382018290303e+01,2.688418656435065390e+00,3.709933060167354135e+00,-4.203586765314237805e-02
4.909997922830050321e+00,-4.536305951104109835e-01,-6.841837835011796187e+01,2.705106350070627741e+01,4.276373013014389812e+01,3.685884266023979894e+00,4.761297958855810641e+00,-3.451731705779342851e-02
4.919997918599562148e+00,-5.593385465961923098e-01,-8.700000000000000000e+01,3.818320808167290181e+01,5.707258627842204390e+01,5.038868074364736493e+00,6.316775607886747856e+00,-8.639382043647808596e-03
4.929997914369073087e+00,-7.029301685563669189e-01,-8.700000000000000000e+01,5.517081711343383432e+01,7.631278891384192775e+01,6.798330334840212430e+00,8.819009925994869548e+00,5.946362644605715508e-02
4.939997910138584913e+00,-8.976265374375979045e-01,-8.700000000000000000e+01,8.025578282613460601e+01,8.700000000000000000e+01,8.823214444565083525e+00,1.200000000000000000e+01,2.124534202689333795e-01
4.949997905908095852e+00,-1.097626537437597971e+00,-8.700000000000000000e+01,8.700000000000000000e+01,8.700000000000000000e+01,9.398281820282537780e+00,1.200000000000000000e+01,4.528828500819823688e-01
4.959997901677606791e+00,-1.297626537437597927e+00,-8.700000000000000000e+01,8.700000000000000000e+01,7.258216084376684307e+01,6.412441361006655072e+00,1.200000000000000000e+01,5.908081827848602474e-01
4.969997897447118618e+00,-1.497626537437597882e+00,-8.700000000000000000e+01,5.705905340359253586e+01,2.075620559246247154e+01,2.389004075305618535e+00,1.200000000000000000e+01,4.780790957303845401e-01
4.979997893216629556e+00,-1.600000000000000089e+00,-8.700000000000000000e+01,2.553117771825384708e+01,-1.171171089264429810e+01,6.875445689095477375e-02,8.570600938158900561e+00,2.715750365715011716e-01
4.989997888986141383e+00,-1.600000000000000089e+00,-8.700000000000000000e+01,8.890122755750578420e+00,-2.369827642591263128e+01,-7.170004015245856621e-01,4.851915384303308265e+00,1.249855194983155726e-01
4.999997884755652322e+00,-1.600000000000000089e+00,-8.700000000000000000e+01,1.464231897756167466e+00,-2.666994944545498925e+01,-8.834313470371395471e-01,2.574097028858738589e+00,4.437343234461754715e-02
5.009997880525163261e+00,-1.600000000000000089e+00,-8.471759753038422502e+01,-1.756882831565905301e+00,-2.663947114423068996e+01,-8.626326879741281761e-01,1.125556653967297649e+00,1.350868511777791880e-03
5.019997876294675088e+00,-1.593433458907541400e+00,-6.403082231271264391e+01,-3.093247983236007137e+00,-2.603572727430555034e+01,-7.984238864982171613e-01,1.485478324601610112e-01,-2.434537748441163718e-02
5.029997872064186026e+00,-1.574232875914618690e+00,-5.177654659710827900e+01,-3.623766783031173055e+00,-2.620977826004199329e+01,-7.426980820614696999e-01,-5.678711582449875728e-01,-4.536147578745615416e-02
5.039997867833697853e+00,-1.544729360780671357e+00,-4.454846866372035663e+01,-3.803406178968191220e+00,-2.762866546956929170e+01,-7.031591317149469278e-01,-1.199044936067130473e+00,-6.705923680586506341e-02
5.049997863603208792e+00,-1.505792264275010561e+00,-4.061937867316433426e+01,-3.817233722688055941e+00,-3.077011244518561384e+01,-6.809452738094693425e-01,-1.883290148388041318e+00,-9.173062861098423004e-02
5.059997859372720619e+00,-1.457368343043822012e+00,-3.906800611065256845e+01,-3.729773718071772048e+00,-3.631259969806821175e+01,-6.757843706536632578e-01,-2.763434031915755984e+00,-1.206544155675126628e-01
5.069997855142231558e+00,-1.398919057666196508e+00,-3.950445321865817760e+01,-3.538371944461502494e+00,-4.541402101888203191e+01,-6.881334232950228058e-01,-4.036341561413591350e+00,-1.548692768176962165e-01
5.079997850911742496e+00,-1.329787833544009423e+00,-4.177398615870442455e+01,-3.178734840098582204e+00,-5.983404265148971746e+01,-7.163676462511558984e-01,-6.004269538552188479e+00,-1.931300057110403867e-01
5.089997846681254323e+00,-1.250166530423161282e+00,-4.567597898524194733e+01,-2.532747232378100399e+00,-8.161693195795506028e+01,-7.478010522101062874e-01,-9.067412855529877191e+00,-2.281596225673717115e-01
5.099997842450765262e+00,-1.163132058188989904e+00,-5.005584428945828535e+01,-1.518080715734992481e+00,-8.700000000000000000e+01,-7.353766081433171786e-01,-1.200000000000000000e+01,-2.403284088763955606e-01
5.109997838220277089e+00,-1.097536181901103580e+00,-5.232457109812055762e+01,-4.272287229990814339e-01,-8.700000000000000000e+01,-6.052153152570298733e-01,-1.200000000000000000e+01,-1.945562097313883743e-01
5.119997833989788028e+00,-1.062234753002026633e+00,-5.386235086320552057e+01,-1.723182625702779358e-02,-8.700000000000000000e+01,-3.477617881808526823e-01,-1.200000000000000000e+01,-1.051282790797745115e-01
5.129997829759298966e+00,-1.053330824773243801e+00,-5.790758634588350162e+01,-1.066733334379374565e+00,-8.700000000000000000e+01,-1.064011372235100505e-02,-1.200000000000000000e+01,-3.889081953307046979e-03
5.139997825528810793e+00,-1.063002374289617746e+00,-6.833859080663154373e+01,-4.219502104845012092e+00,-8.700000000000000000e+01,3.457613192337499752e-01,-1.200000000000000000e+01,6.938571706152024676e-02
5.149997821298321732e+00,-1.084780078571668360e+00,-8.571785610306673675e+01,-9.825926721396445629e+00,-8.700000000000000000e+01,6.788781018156240243e-01,-1.200000000000000000e+01,1.147508292889923426e-01
5.159997817067833559e+00,-1.112323706540706558e+00,-8.700000000000000000e+01,-1.771674268863849377e+01,-8.700000000000000000e+01,9.765969963169515156e-01,-1.200000000000000000e+01,1.935049517986398571e-01
5.169997812837344497e+00,-1.111919015033797420e+00,-8.700000000000000000e+01,-2.437929109937788752e+01,-8.700000000000000000e+01,1.114237617972563488e+00,-1.200000000000000000e+01,3.057180587931533355e-01
5.179997808606855436e+00,-1.073919074127867468e+00,-8.700000000000000000e+01,-2.392315990392408054e+01,-8.700000000000000000e+01,9.352573042699079409e-01,-1.200000000000000000e+01,3.989589890136467365e-01
5.189997804376367263e+00,-1.022459867881056139e+00,-8.700000000000000000e+01,-1.785151519506045048e+01,-8.042116934893402913e+01,5.834328336990713959e-01,-1.200000000000000000e+01,4.369726468363235306e-01
5.199997800145878202e+00,-9.853758489403183773e-01,-6.526303712983833805e+01,-1.076432953446965080e+01,-4.396358793038245238e+01,2.318640875024479131e-01,-7.359749330428469349e+00,4.453858209181635885e-01
5.209997795915390029e+00,-9.478277441472866549e-01,-3.909132873752885473e+01,-5.226010351882671046e+00,-2.150947964364473108e+01,-3.997281259768670214e-02,-3.880043046261503648e+00,4.297281768709046990e-01
5.219997791684900967e+00,-9.034544978147378558e-01,-2.033380073033651669e+01,-1.911795045721850883e+00,-8.994730790986810831e+00,-2.099489485306677006e-01,-1.720682235416388650e+00,4.077352646842942185e-01
5.229997787454412794e+00,-8.573190279446354367e-01,-6.067161893145367912e+00,-2.486611974319742624e-01,-1.491176880395714388e+00,-3.055434679168973489e-01,-3.250756151499126778e-01,3.867702551015176904e-01
5.239997783223923733e+00,-8.113786624846162088e-01,5.598067714591927313e+00,2.043466329309035490e-01,3.398706524025087994e+00,-3.472023705596135601e-01,6.063902863291127376e-01,3.684991109452302460e-01
5.249997778993434672e+00,-7.651499125441180160e-01,1.513559011164148060e+01,-2.469595016027156809e-01,6.590612013755259291e+00,-3.474482676288839222e-01,1.203430415796071795e+00,3.527306452544328730e-01
5.259997774762946499e+00,-7.167967863492599179e-01,2.211303611564285987e+01,-1.262311495472807632e+00,8.354884444607815652e+00,-3.168038617647491728e-01,1.526567206608691496e+00,3.382452627588651284e-01
