time,x_des,y_des,z_des,vx_des,vy_des,vz_des
1.605722000000000094e+01,7.241372039120147486e-01,-1.217727258656385592e-01,7.713328678894153245e-02,-1.538824383225307624e-01,7.140987599941453490e-02,1.278407330720378599e-01
1.615758999999999901e+01,7.079091617942894210e-01,-1.143521121487817288e-01,9.056781595814819563e-02,-1.685020459768334367e-01,7.617295135374842208e-02,1.394093031340567224e-01
1.625796000000000063e+01,6.903157933974320981e-01,-1.064834357985217500e-01,1.051152572363334425e-01,-1.810824556317096878e-01,8.032885680455732758e-02,1.499679452541756441e-01
1.635831999999999908e+01,6.715626353565583573e-01,-9.822865663579891105e-02,1.206690969904703481e-01,-1.916168565357446452e-01,8.385947783006901524e-02,1.594217995245555131e-01
1.645866999999999791e+01,6.518548220256048520e-01,-8.965132074147817709e-02,1.371140979354831257e-01,-2.001244730232550895e-01,8.675416698118475212e-02,1.676970860676236241e-01
1.655902000000000029e+01,6.313940313678293448e-01,-8.081552507225277238e-02,1.543289374815002279e-01,-2.066413435582671598e-01,8.900733151793595310e-02,1.747359118769466757e-01
1.665937999999999874e+01,6.103781641651422341e-01,-7.178593827312795828e-02,1.721867581691912952e-01,-2.111925051913191576e-01,9.060760445785893957e-02,1.804738495746315008e-01
1.675974000000000075e+01,5.890038729915876292e-01,-6.262893885991979714e-02,1.905533056678060666e-01,-2.138410977923740353e-01,9.155959131653171323e-02,1.848826980831560218e-01
1.686010999999999882e+01,5.674563853143427261e-01,-5.340827106729721663e-02,2.092960620513160119e-01,-2.146656216886577706e-01,9.187455346519844690e-02,1.879517648757215997e-01
1.696048000000000044e+01,5.459165972709214554e-01,-4.418805305003675049e-02,2.282786268053076384e-01,-2.138211255368897279e-01,9.159708350782083675e-02,1.897450833645723534e-01
1.706091999999999942e+01,5.245386152567167448e-01,-3.502307850006608492e-02,2.473813346685945769e-01,-2.112936175341811051e-01,9.070009081215862912e-02,1.901795648350655954e-01
1.716131000000000029e+01,5.035061438173339399e-01,-2.598290315239281528e-02,2.664511077178288168e-01,-2.071738017427302569e-01,8.920243570204387795e-02,1.892716221431521573e-01
1.726170000000000115e+01,4.829550834011392402e-01,-1.711853509057967293e-02,2.853715750490860015e-01,-2.016688062365998013e-01,8.717398806530958499e-02,1.871471318940844952e-01
1.736204999999999998e+01,4.630275642002554815e-01,-8.485505898501201349e-03,3.040149244520588545e-01,-1.949261124120042210e-01,8.466120419806009989e-02,1.838909248633035232e-01
1.746244000000000085e+01,4.438298844774153373e-01,-1.254990402330263821e-04,3.222818120948910403e-01,-1.870171466906778435e-01,8.167851996848611573e-02,1.795180861895677993e-01
1.756277000000000044e+01,4.254898378490813426e-01,7.908851440385391077e-03,3.400474536276651416e-01,-1.780473775335288389e-01,7.825710277282518779e-02,1.740842799713535061e-01
1.766310000000000002e+01,4.080925531489027480e-01,1.558211793983317606e-02,3.572236780106091691e-01,-1.682723476120961403e-01,7.449568800879652342e-02,1.677977022463489898e-01
1.776348000000000127e+01,3.917145319538418713e-01,2.286148439570381136e-02,3.737274896069180397e-01,-1.576929425195350565e-01,7.038245040789185836e-02,1.606219001153776638e-01
1.786383000000000010e+01,3.764407253429724598e-01,2.970914965904945457e-02,3.894634006201575516e-01,-1.464152653753685307e-01,6.595328063824289211e-02,1.526282148081384571e-01
1.796417999999999893e+01,3.623263380767021147e-01,3.609950157417871064e-02,4.043627348895994511e-01,-1.346201615489574788e-01,6.127899526200911856e-02,1.439697935204278245e-01
1.806453000000000131e+01,3.494200222951726609e-01,4.200895315794892643e-02,4.183607440329701332e-01,-1.223741434624216751e-01,5.638047060966204505e-02,1.346862969900412266e-01
1.816483999999999810e+01,3.377636325117974181e-01,4.741608251205591679e-02,4.313967125174762440e-01,-1.098772105684682476e-01,5.134263892631803217e-02,1.249756204174004015e-01
1.826529999999999987e+01,3.273656773565697953e-01,5.231435009222552140e-02,4.434456131094719478e-01,-9.712091508961429032e-02,4.615306050305856972e-02,1.147959067069319605e-01
1.836564999999999870e+01,3.182697069647487109e-01,5.667983712541487668e-02,4.544383287994688825e-01,-8.416931438910592311e-02,4.083502826666055019e-02,1.041955184287777780e-01
1.846602000000000032e+01,3.104713724940857955e-01,6.051067937935591945e-02,4.643595395970112061e-01,-7.123130044506607861e-02,3.548159931505337483e-02,9.339682098513017727e-02
1.856638999999999839e+01,3.039722956788858954e-01,6.380163632489369019e-02,4.731847612536443370e-01,-5.832924189961485872e-02,3.009900886902744724e-02,8.240969201041467573e-02
1.866677999999999926e+01,2.987636378855547115e-01,6.655209525143025717e-02,4.809006563989268179e-01,-4.553952836288491235e-02,2.471949823507593041e-02,7.130767799730862444e-02
1.876716000000000051e+01,2.948316880709915266e-01,6.876328704359148392e-02,4.874975028966759272e-01,-3.292795358495381741e-02,1.937094627529118568e-02,6.015371479756704415e-02
1.886751999999999896e+01,2.921544016050945936e-01,7.044019478300878045e-02,4.929745957410363588e-01,-2.056802931757280295e-02,1.408722679069631355e-02,4.903141871314060929e-02
1.896788000000000096e+01,2.907033123056240176e-01,7.159084843928914532e-02,4.973389961010819538e-01,-8.513999672060457158e-03,8.893414568683484511e-03,3.800223917956772890e-02
1.906823999999999941e+01,2.904454877675179958e-01,7.222526405774724878e-02,5.006023329849047521e-01,3.188806500750335053e-03,3.810355719710702138e-03,2.711586116289142756e-02
1.916860000000000142e+01,2.913433634877222733e-01,7.235565579967360994e-02,5.027816402335613111e-01,1.449719733967986222e-02,-1.141173832572865785e-03,1.642374725814129896e-02
1.926895999999999987e+01,2.933553376728635920e-01,7.199620981430350508e-02,5.038988763294390827e-01,2.535936164694432143e-02,-5.938088500542019511e-03,5.975899552245724639e-03
1.936925000000000097e+01,2.964334463747098081e-01,7.116377395821296692e-02,5.039811114374789236e-01,3.577129105907376344e-02,-1.057239679761726517e-02,-4.189828044311979909e-03
1.946961999999999904e+01,3.005352832487878656e-01,6.987413841663968339e-02,5.030579020050580663e-01,4.571148830986160316e-02,-1.503213403636081101e-02,-1.404113934586970376e-02
1.957000000000000028e+01,3.056085694564374400e-01,6.814655257548929423e-02,5.011628006261407142e-01,5.512138720751524196e-02,-1.929347601281878113e-02,-2.353683347332277340e-02
1.967035999999999873e+01,3.115991433584446302e-01,6.600158856895112225e-02,4.983336335102763193e-01,6.400980521404073253e-02,-2.335451590174825870e-02,-3.265555075381083167e-02
1.977074999999999960e+01,3.184564959403697881e-01,6.345887851727059770e-02,4.946082405243822366e-01,7.234709999086572085e-02,-2.720026267740637341e-02,-4.136219262008231090e-02
1.987109999999999843e+01,3.261205158091212142e-01,6.054200352484120223e-02,4.900314927957393762e-01,8.013086107292281823e-02,-3.082665316353816812e-02,-4.964140715881452254e-02
1.997147000000000006e+01,3.345402101262908157e-01,5.727141126492622802e-02,4.846443115981385885e-01,8.735979721642424256e-02,-3.422973260872999579e-02,-5.747707396568139948e-02
2.007180999999999926e+01,3.436552083227871757e-01,5.367147663210887487e-02,4.784948037157883416e-01,9.082387882803155676e-02,-3.587055310724198559e-02,-6.127507068221797054e-02
