time,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6,tau_7
0.0,0.0,-0.14642167677732773,3.510626209720186e-11,0.3409007247877634,5.474469155316839e-10,0.45421497661800336,-0.0003455448666930692
0.1,0.0,-0.38863462367088975,8.31406581506932e-05,0.8893282402903878,0.00046414068057384385,1.187866011536271,0.00015627227412661783
0.2,0.0,-1.3241236004107941,0.019587385901375317,2.9596459096982697,-0.04176276025756403,3.757366446873966,0.06533029290713202
0.30000000000000004,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
0.4,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
0.5,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
0.6000000000000001,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
0.7000000000000001,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
0.8,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
0.9,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
1.0,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
1.1,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
1.2000000000000002,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
1.3,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
1.4000000000000001,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
1.5,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
1.6,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
1.7000000000000002,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
1.8,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
1.9000000000000001,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
2.0,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
2.1,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
2.2,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
2.3000000000000003,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
2.4000000000000004,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
2.5,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
2.6,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
2.7,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
2.8000000000000003,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
2.9000000000000004,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
3.0,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
3.1,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
3.2,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
3.3000000000000003,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
3.4000000000000004,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
3.5,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
3.6,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
3.7,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
3.8000000000000003,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
3.9000000000000004,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
4.0,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
4.1000000000000005,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
4.2,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
4.3,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
4.4,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
4.5,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
4.6000000000000005,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
4.7,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
4.800000000000001,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
4.9,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
5.0,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
5.1000000000000005,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
5.2,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
5.300000000000001,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
5.4,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
5.5,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
5.6000000000000005,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
5.7,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
5.800000000000001,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
5.9,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
6.0,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
6.1000000000000005,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
6.2,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
6.300000000000001,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
6.4,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
6.5,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
6.6000000000000005,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
6.7,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
6.800000000000001,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
6.9,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
7.0,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
7.1000000000000005,0.0,-1.319349676052777,0.019639025736751085,2.953456514267598,-0.041992295808911034,3.74687122528638,0.06538620345128204
