time,tau1,tau2,tau3,tau4,tau5,tau6,tau7
2.003,-0.218341,-0.555722,-0.204853,-0.0523615,-0.0226436,-0.154686,-3.85578e-17
2.004,-0.218341,-0.555722,-0.204853,-0.0523615,-0.0226436,-0.154686,-3.85578e-17
2.005,-0.2178,-0.554148,-0.204359,-0.0577645,-0.0226215,-0.157449,2.8913e-17
2.006,-0.2178,-0.554148,-0.204359,-0.0577645,-0.0226215,-0.157449,2.8913e-17
2.007,-0.218276,-0.560612,-0.204642,-0.0511,-0.0226212,-0.155075,-2.36799e-17
2.008,-0.218276,-0.560612,-0.204642,-0.0511,-0.0226212,-0.155075,-2.36799e-17
2.009,-0.218363,-0.563681,-0.204638,-0.0492292,-0.0226142,-0.154695,4.31762e-17
2.01,-0.218363,-0.563681,-0.204638,-0.0492292,-0.0226142,-0.154695,4.31762e-17
2.011,-0.218326,-0.566095,-0.204529,-0.0486211,-0.0226028,-0.154895,-4.37345e-17
2.012,-0.218326,-0.566095,-0.204529,-0.0486211,-0.0226028,-0.154895,-4.37345e-17
2.013,-0.218354,-0.568858,-0.204475,-0.0472699,-0.0225932,-0.154746,-2.41324e-18
2.014,-0.218354,-0.568858,-0.204475,-0.0472699,-0.0225932,-0.154746,-2.41324e-18
2.015,-0.218349,-0.571443,-0.204394,-0.0462656,-0.0225826,-0.154757,-1.40137e-17
2.016,-0.218349,-0.571443,-0.204394,-0.0462656,-0.0225826,-0.154757,-1.40137e-17
2.017,-0.218333,-0.573965,-0.204303,-0.0453629,-0.0225715,-0.154812,-1.28739e-17
2.018,-0.218333,-0.573965,-0.204303,-0.0453629,-0.0225715,-0.154812,-1.28739e-17
2.019,-0.218315,-0.576474,-0.204211,-0.0444686,-0.0225602,-0.154869,-3.51815e-17
2.02,-0.218315,-0.576474,-0.204211,-0.0444686,-0.0225602,-0.154869,-3.51815e-17
2.021,-0.218315,-0.579074,-0.204133,-0.0433653,-0.0225495,-0.154827,4.32377e-17
2.022,-0.218315,-0.579074,-0.204133,-0.0433653,-0.0225495,-0.154827,4.32377e-17
2.023,-0.218253,-0.581342,-0.204004,-0.0429194,-0.0225367,-0.155088,2.0439e-17
2.024,-0.218253,-0.581342,-0.204004,-0.0429194,-0.0225367,-0.155088,2.0439e-17
2.025,-0.218288,-0.584128,-0.203957,-0.0413944,-0.0225269,-0.154844,-4.28899e-17
2.026,-0.218288,-0.584128,-0.203957,-0.0413944,-0.0225269,-0.154844,-4.28899e-17
2.027,-0.218274,-0.586645,-0.203869,-0.0404019,-0.0225155,-0.154847,2.3723e-17
2.028,-0.218259,-0.589158,-0.20378,-0.0393911,-0.022504,-0.154838,-1.33101e-17
2.029,-0.218259,-0.589158,-0.20378,-0.0393911,-0.022504,-0.154838,-1.33101e-17
2.03,-0.21827,-0.591797,-0.203713,-0.0380896,-0.0224932,-0.15469,9.00793e-18
2.031,-0.21827,-0.591797,-0.203713,-0.0380896,-0.0224932,-0.15469,9.00793e-18
2.032,-0.218253,-0.594287,-0.203623,-0.0370687,-0.0224815,-0.15467,-2.66356e-17
2.033,-0.218253,-0.594287,-0.203623,-0.0370687,-0.0224815,-0.15467,-2.66356e-17
2.034,-0.218235,-0.596768,-0.203532,-0.0360426,-0.0224697,-0.154646,-2.4001e-17
2.035,-0.218235,-0.596768,-0.203532,-0.0360426,-0.0224697,-0.154646,-2.4001e-17
2.036,-0.218211,-0.599213,-0.203436,-0.0350686,-0.0224576,-0.154643,2.68266e-17
2.037,-0.218211,-0.599213,-0.203436,-0.0350686,-0.0224576,-0.154643,2.68266e-17
2.038,-0.218192,-0.601677,-0.203344,-0.0340328,-0.0224455,-0.154608,-6.77112e-19
2.039,-0.218192,-0.601677,-0.203344,-0.0340328,-0.0224455,-0.154608,-6.77112e-19
2.04,-0.218125,-0.603882,-0.203213,-0.0335012,-0.022432,-0.154807,4.05246e-17
2.041,-0.218125,-0.603882,-0.203213,-0.0335012,-0.022432,-0.154807,4.05246e-17
2.042,-0.218012,-0.605839,-0.203043,-0.0334557,-0.0224169,-0.155229,-2.63958e-17
2.043,-0.218012,-0.605839,-0.203043,-0.0334557,-0.0224169,-0.155229,-2.63958e-17
2.044,-0.217695,-0.605415,-0.202739,-0.0362859,-0.0224012,-0.156767,2.33408e-17
2.045,-0.217695,-0.605415,-0.202739,-0.0362859,-0.0224012,-0.156767,2.33408e-17
2.046,-0.217676,-0.607862,-0.202648,-0.0352157,-0.0223891,-0.15671,9.34834e-18
2.047,-0.217676,-0.607862,-0.202648,-0.0352157,-0.0223891,-0.15671,9.34834e-18
2.048,-0.218024,-0.613543,-0.202829,-0.0295297,-0.022383,-0.154726,-4.28165e-17
2.049,-0.218024,-0.613543,-0.202829,-0.0295297,-0.022383,-0.154726,-4.28165e-17
2.05,-0.218024,-0.616083,-0.202755,-0.0282284,-0.0223715,-0.154556,-1.38269e-17
2.051,-0.218024,-0.616083,-0.202755,-0.0282284,-0.0223715,-0.154556,-1.38269e-17
2.052,-0.217972,-0.618576,-0.202629,-0.0270935,-0.0223552,-0.154472,-8.38309e-18
2.053,-0.217972,-0.618576,-0.202629,-0.0270935,-0.0223552,-0.154472,-8.38309e-18
2.054,-0.21787,-0.620937,-0.202456,-0.026272,-0.0223358,-0.154539,-2.59711e-17
2.055,-0.21787,-0.620937,-0.202456,-0.026272,-0.0223358,-0.154539,-2.59711e-17
2.056,-0.217708,-0.622989,-0.202232,-0.0260665,-0.0223142,-0.154892,-4.58372e-17
2.057,-0.217708,-0.622989,-0.202232,-0.0260665,-0.0223142,-0.154892,-4.58372e-17
2.058,-0.217184,-0.621802,-0.201742,-0.0305477,-0.0222875,-0.15721,-7.28273e-18
2.059,-0.217184,-0.621802,-0.201742,-0.0305477,-0.0222875,-0.15721,-7.28273e-18
2.06,-0.217495,-0.627623,-0.201881,-0.0245233,-0.0222752,-0.155064,3.03588e-17
2.061,-0.217495,-0.627623,-0.201881,-0.0245233,-0.0222752,-0.155064,3.03588e-17
2.062,-0.217393,-0.629944,-0.201709,-0.0237243,-0.022256,-0.155136,1.18098e-17
2.063,-0.217393,-0.629944,-0.201709,-0.0237243,-0.022256,-0.155136,1.18098e-17
2.064,-0.217191,-0.631758,-0.201453,-0.0239269,-0.0222331,-0.15567,4.09503e-17
2.065,-0.217191,-0.631758,-0.201453,-0.0239269,-0.0222331,-0.15567,4.09503e-17
2.066,-0.217086,-0.634045,-0.20128,-0.0231305,-0.0222136,-0.155735,-6.16768e-18
2.067,-0.217086,-0.634045,-0.20128,-0.0231305,-0.0222136,-0.155735,-6.16768e-18
2.068,-0.216982,-0.636328,-0.201108,-0.022326,-0.0221943,-0.155794,-1.60632e-17
2.069,-0.216982,-0.636328,-0.201108,-0.022326,-0.0221943,-0.155794,-1.60632e-17
2.07,-0.216379,-0.634703,-0.200551,-0.0276498,-0.022165,-0.158498,-4.69804e-17
2.071,-0.216379,-0.634703,-0.200551,-0.0276498,-0.022165,-0.158498,-4.69804e-17
2.072,-0.216772,-0.640781,-0.200765,-0.0209356,-0.022157,-0.156014,-2.60147e-17
2.073,-0.216772,-0.640781,-0.200765,-0.0209356,-0.022157,-0.156014,-2.60147e-17
2.074,-0.216696,-0.643102,-0.200621,-0.0200405,-0.0221402,-0.15603,1.0617e-17
2.075,-0.216696,-0.643102,-0.200621,-0.0200405,-0.0221402,-0.15603,1.0617e-17
2.076,-0.216555,-0.645151,-0.200419,-0.0196321,-0.0221198,-0.156265,2.69916e-17
2.077,-0.216555,-0.645151,-0.200419,-0.0196321,-0.0221198,-0.156265,2.69916e-17
2.078,-0.216028,-0.643882,-0.199929,-0.0241729,-0.0220934,-0.158598,-9.24473e-18
2.079,-0.216028,-0.643882,-0.199929,-0.0241729,-0.0220934,-0.158598,-9.24473e-18
2.08,-0.21637,-0.649581,-0.200104,-0.0181338,-0.0220848,-0.156418,-2.33348e-17
2.081,-0.21637,-0.649581,-0.200104,-0.0181338,-0.0220848,-0.156418,-2.33348e-17
2.082,-0.215872,-0.648355,-0.199641,-0.0226212,-0.0220611,-0.15873,1.38785e-17
2.083,-0.215872,-0.648355,-0.199641,-0.0226212,-0.0220611,-0.15873,1.38785e-17
2.084,-0.215829,-0.650797,-0.199527,-0.0213427,-0.0220454,-0.158553,1.22995e-17
2.085,-0.215829,-0.650797,-0.199527,-0.0213427,-0.0220454,-0.158553,1.22995e-17
2.086,-0.216174,-0.656279,-0.199714,-0.0157739,-0.0220406,-0.156594,-1.95682e-17
2.087,-0.216174,-0.656279,-0.199714,-0.0157739,-0.0220406,-0.156594,-1.95682e-17
2.088,-0.216248,-0.659192,-0.199704,-0.013522,-0.0220309,-0.155963,-6.50323e-17
2.089,-0.216248,-0.659192,-0.199704,-0.013522,-0.0220309,-0.155963,-6.50323e-17
2.09,-0.216197,-0.661533,-0.199584,-0.0123776,-0.0220155,-0.155841,4.57469e-17
2.091,-0.216197,-0.661533,-0.199584,-0.0123776,-0.0220155,-0.155841,4.57469e-17
2.092,-0.216083,-0.66356,-0.199411,-0.0118432,-0.0219975,-0.155999,-3.78553e-19
2.093,-0.216083,-0.66356,-0.199411,-0.0118432,-0.0219975,-0.155999,-3.78553e-19
2.094,-0.215562,-0.66224,-0.198929,-0.0163994,-0.021972,-0.158329,5.8595e-18
2.095,-0.215562,-0.66224,-0.198929,-0.0163994,-0.021972,-0.158329,5.8595e-18
2.096,-0.215492,-0.66445,-0.198794,-0.0154584,-0.021956,-0.158294,5.1018e-19
2.097,-0.215492,-0.66445,-0.198794,-0.0154584,-0.021956,-0.158294,5.1018e-19
2.098,-0.215503,-0.666913,-0.198736,-0.0140792,-0.0219458,-0.158064,9.40794e-18
2.099,-0.215503,-0.666913,-0.198736,-0.0140792,-0.0219458,-0.158064,9.40794e-18
2.1,-0.215552,-0.669545,-0.19871,-0.0123291,-0.0219372,-0.157659,-1.94297e-17
2.101,-0.215552,-0.669545,-0.19871,-0.0123291,-0.0219372,-0.157659,-1.94297e-17
2.102,-0.215533,-0.671825,-0.198625,-0.0112763,-0.021926,-0.157576,-1.28e-18
2.103,-0.215533,-0.671825,-0.198625,-0.0112763,-0.021926,-0.157576,-1.28e-18
2.104,-0.215579,-0.674446,-0.198597,-0.0094791,-0.0219169,-0.157142,3.12541e-17
2.105,-0.215579,-0.674446,-0.198597,-0.0094791,-0.0219169,-0.157142,3.12541e-17
2.106,-0.21558,-0.676822,-0.19853,-0.00816424,-0.0219063,-0.15693,3.28562e-17
2.107,-0.21558,-0.676822,-0.19853,-0.00816424,-0.0219063,-0.15693,3.28562e-17
2.108,-0.21558,-0.679204,-0.198463,-0.00679887,-0.0218954,-0.156691,-5.49433e-17
2.109,-0.21558,-0.679204,-0.198463,-0.00679887,-0.0218954,-0.156691,-5.49433e-17
2.11,-0.215571,-0.681532,-0.198388,-0.00551493,-0.0218841,-0.156486,-2.03035e-17
2.111,-0.215574,-0.683917,-0.198323,-0.00407989,-0.0218731,-0.156208,5.07389e-17
2.112,-0.215574,-0.683917,-0.198323,-0.00407989,-0.0218731,-0.156208,5.07389e-17
2.113,-0.215584,-0.686332,-0.198265,-0.00254208,-0.0218623,-0.155878,4.81619e-17
2.114,-0.215584,-0.686332,-0.198265,-0.00254208,-0.0218623,-0.155878,4.81619e-17
2.115,-0.215568,-0.688611,-0.198185,-0.00125078,-0.0218504,-0.155659,-4.45057e-17
2.116,-0.215568,-0.688611,-0.198185,-0.00125078,-0.0218504,-0.155659,-4.45057e-17
2.117,-0.215546,-0.690863,-0.1981,1.80922e-05,-0.0218382,-0.155447,-5.40283e-17
2.118,-0.215546,-0.690863,-0.1981,1.80922e-05,-0.0218382,-0.155447,-5.40283e-17
2.119,-0.215493,-0.69295,-0.197988,0.000975057,-0.0218248,-0.155377,-1.92885e-17
2.12,-0.215493,-0.69295,-0.197988,0.000975057,-0.0218248,-0.155377,-1.92885e-17
2.121,-0.215484,-0.695248,-0.197914,0.00239545,-0.021813,-0.155088,1.8309e-17
2.122,-0.215484,-0.695248,-0.197914,0.00239545,-0.021813,-0.155088,1.8309e-17
2.123,-0.215475,-0.697541,-0.197842,0.00383524,-0.0218012,-0.154787,3.23695e-17
2.124,-0.215475,-0.697541,-0.197842,0.00383524,-0.0218012,-0.154787,3.23695e-17
2.125,-0.215453,-0.699763,-0.197757,0.00516324,-0.0217887,-0.154535,6.41069e-17
2.126,-0.215453,-0.699763,-0.197757,0.00516324,-0.0217887,-0.154535,6.41069e-17
2.127,-0.215378,-0.701716,-0.197627,0.00596672,-0.0217743,-0.154524,2.20178e-17
2.128,-0.215378,-0.701716,-0.197627,0.00596672,-0.0217743,-0.154524,2.20178e-17
2.129,-0.215353,-0.703911,-0.197541,0.00729924,-0.0217616,-0.154264,-5.36052e-17
2.13,-0.215353,-0.703911,-0.197541,0.00729924,-0.0217616,-0.154264,-5.36052e-17
2.131,-0.215287,-0.705888,-0.19742,0.00820699,-0.0217475,-0.154198,4.11421e-17
2.132,-0.215287,-0.705888,-0.19742,0.00820699,-0.0217475,-0.154198,4.11421e-17
2.133,-0.215273,-0.708122,-0.197344,0.00967498,-0.0217353,-0.153869,-3.76572e-17
2.134,-0.215273,-0.708122,-0.197344,0.00967498,-0.0217353,-0.153869,-3.76572e-17
2.135,-0.214773,-0.706725,-0.196885,0.00523004,-0.0217119,-0.156116,4.04974e-17
2.136,-0.214773,-0.706725,-0.196885,0.00523004,-0.0217119,-0.156116,4.04974e-17
2.137,-0.214753,-0.70892,-0.196805,0.006665,-0.0216993,-0.155797,-2.59604e-17
2.138,-0.214753,-0.70892,-0.196805,0.006665,-0.0216993,-0.155797,-2.59604e-17
2.139,-0.214796,-0.711273,-0.196783,0.00835014,-0.0216918,-0.15537,-3.46993e-17
2.14,-0.214796,-0.711273,-0.196783,0.00835014,-0.0216918,-0.15537,-3.46993e-17
2.141,-0.214823,-0.713545,-0.196747,0.00990276,-0.0216835,-0.155001,-4.5255e-17
2.142,-0.214823,-0.713545,-0.196747,0.00990276,-0.0216835,-0.155001,-4.5255e-17
2.143,-0.214846,-0.715807,-0.196709,0.011476,-0.0216748,-0.154618,4.28706e-17
2.144,-0.214846,-0.715807,-0.196709,0.011476,-0.0216748,-0.154618,4.28706e-17
2.145,-0.214867,-0.718064,-0.196668,0.0130745,-0.0216658,-0.154219,2.41123e-17
2.146,-0.214867,-0.718064,-0.196668,0.0130745,-0.0216658,-0.154219,2.41123e-17
2.147,-0.21487,-0.720236,-0.196612,0.0145346,-0.0216559,-0.153882,-4.30123e-17
2.148,-0.21487,-0.720236,-0.196612,0.0145346,-0.0216559,-0.153882,-4.30123e-17
2.149,-0.214869,-0.722392,-0.196553,0.0160019,-0.0216456,-0.153536,-1.17945e-18
2.15,-0.214833,-0.72447,-0.196459,0.0172841,-0.0216327,-0.15328,4.85302e-17
2.151,-0.214833,-0.72447,-0.196459,0.0172841,-0.0216327,-0.15328,4.85302e-17
2.152,-0.214702,-0.72622,-0.19628,0.0178469,-0.0216146,-0.153365,3.08257e-17
2.153,-0.214702,-0.72622,-0.19628,0.0178469,-0.0216146,-0.153365,3.08257e-17
2.154,-0.214702,-0.72622,-0.19628,0.0178469,-0.0216146,-0.153365,3.08257e-17
2.155,-0.214523,-0.727712,-0.19606,0.0178993,-0.0215947,-0.153684,-1.69551e-17
2.156,-0.214523,-0.727712,-0.19606,0.0178993,-0.0215947,-0.153684,-1.69551e-17
2.157,-0.213805,-0.725383,-0.195408,0.0115074,-0.0215612,-0.156841,-1.34287e-17
2.158,-0.213805,-0.725383,-0.195408,0.0115074,-0.0215612,-0.156841,-1.34287e-17
2.159,-0.213691,-0.727162,-0.195245,0.0121792,-0.0215442,-0.156869,-3.2626e-17
2.16,-0.213892,-0.73036,-0.195358,0.0157581,-0.0215413,-0.155546,-1.18639e-17
2.161,-0.213892,-0.73036,-0.195358,0.0157581,-0.0215413,-0.155546,-1.18639e-17
2.162,-0.214444,-0.736233,-0.195748,0.0233388,-0.0215488,-0.152533,5.28631e-17
2.163,-0.214444,-0.736233,-0.195748,0.0233388,-0.0215488,-0.152533,5.28631e-17
2.164,-0.214309,-0.737794,-0.195571,0.0236146,-0.0215326,-0.152741,-1.56766e-17
2.165,-0.214309,-0.737794,-0.195571,0.0236146,-0.0215326,-0.152741,-1.56766e-17
2.166,-0.214255,-0.73981,-0.195462,0.0249267,-0.021518,-0.152455,3.84826e-18
2.167,-0.214255,-0.73981,-0.195462,0.0249267,-0.021518,-0.152455,3.84826e-18
2.168,-0.213607,-0.737769,-0.194873,0.0192245,-0.0214875,-0.15528,3.30737e-17
2.169,-0.213607,-0.737769,-0.194873,0.0192245,-0.0214875,-0.15528,3.30737e-17
2.17,-0.214076,-0.743365,-0.195187,0.0265722,-0.0214882,-0.152341,1.80566e-17
2.171,-0.214076,-0.743365,-0.195187,0.0265722,-0.0214882,-0.152341,1.80566e-17
2.172,-0.214057,-0.745425,-0.195113,0.0279913,-0.021477,-0.152004,7.46335e-18
2.173,-0.214057,-0.745425,-0.195113,0.0279913,-0.021477,-0.152004,7.46335e-18
2.174,-0.213985,-0.747296,-0.19499,0.0291134,-0.0214621,-0.151796,4.0112e-17
2.175,-0.213985,-0.747296,-0.19499,0.0291134,-0.0214621,-0.151796,4.0112e-17
2.176,-0.213857,-0.748889,-0.19482,0.0296908,-0.0214451,-0.151839,1.6666e-18
2.177,-0.213857,-0.748889,-0.19482,0.0296908,-0.0214451,-0.151839,1.6666e-18
2.178,-0.213255,-0.747041,-0.194271,0.0244744,-0.0214163,-0.154428,-3.33305e-17
2.179,-0.213255,-0.747041,-0.194271,0.0244744,-0.0214163,-0.154428,-3.33305e-17
2.18,-0.213702,-0.752442,-0.194571,0.0316283,-0.0214166,-0.151558,-4.19098e-17
2.181,-0.213702,-0.752442,-0.194571,0.0316283,-0.0214166,-0.151558,-4.19098e-17
2.182,-0.213632,-0.754188,-0.194454,0.0325455,-0.0214036,-0.15144,4.27605e-17
2.183,-0.213632,-0.754188,-0.194454,0.0325455,-0.0214036,-0.15144,4.27605e-17
2.184,-0.213554,-0.755967,-0.19433,0.0336219,-0.0213889,-0.151239,-5.07792e-17
2.185,-0.213554,-0.755967,-0.19433,0.0336219,-0.0213889,-0.151239,-5.07792e-17
2.186,-0.213408,-0.757394,-0.194146,0.0339931,-0.0213715,-0.151364,6.64596e-18
2.187,-0.213408,-0.757394,-0.194146,0.0339931,-0.0213715,-0.151364,6.64596e-18
2.188,-0.212838,-0.755662,-0.193627,0.0290903,-0.0213442,-0.153798,-4.27367e-18
2.189,-0.212838,-0.755662,-0.193627,0.0290903,-0.0213442,-0.153798,-4.27367e-18
2.19,-0.213228,-0.760674,-0.193881,0.0356409,-0.0213431,-0.151189,1.39757e-17
2.191,-0.213228,-0.760674,-0.193881,0.0356409,-0.0213431,-0.151189,1.39757e-17
2.192,-0.212698,-0.759042,-0.193399,0.0309128,-0.021319,-0.153546,-4.18564e-17
2.193,-0.212698,-0.759042,-0.193399,0.0309128,-0.021319,-0.153546,-4.18564e-17
2.194,-0.212637,-0.760821,-0.193292,0.0321079,-0.0213055,-0.153277,3.37891e-17
2.195,-0.212637,-0.760821,-0.193292,0.0321079,-0.0213055,-0.153277,3.37891e-17
2.196,-0.212624,-0.762682,-0.19323,0.0333897,-0.0212966,-0.152977,8.28169e-18
2.197,-0.212624,-0.762682,-0.19323,0.0333897,-0.0212966,-0.152977,8.28169e-18
2.198,-0.212605,-0.764509,-0.193165,0.0346353,-0.0212874,-0.15269,1.79621e-17
2.199,-0.212605,-0.764509,-0.193165,0.0346353,-0.0212874,-0.15269,1.79621e-17
2.2,-0.212498,-0.765899,-0.193023,0.0350085,-0.0212749,-0.152806,-2.08695e-17
2.201,-0.212498,-0.765899,-0.193023,0.0350085,-0.0212749,-0.152806,-2.08695e-17
2.202,-0.212564,-0.768138,-0.193031,0.0371844,-0.0212686,-0.152079,3.99982e-17
2.203,-0.212564,-0.768138,-0.193031,0.0371844,-0.0212686,-0.152079,3.99982e-17
2.204,-0.212538,-0.769897,-0.192961,0.0383794,-0.0212593,-0.151806,-2.1801e-17
2.205,-0.212538,-0.769897,-0.192961,0.0383794,-0.0212593,-0.151806,-2.1801e-17
2.206,-0.212497,-0.771607,-0.192877,0.0395261,-0.0212489,-0.151551,2.89626e-17
2.207,-0.212459,-0.773326,-0.192795,0.0407257,-0.0212384,-0.151268,-3.38507e-17
2.208,-0.212459,-0.773326,-0.192795,0.0407257,-0.0212384,-0.151268,-3.38507e-17
2.209,-0.212407,-0.77497,-0.192702,0.0418153,-0.0212273,-0.151031,1.32841e-17
2.21,-0.212407,-0.77497,-0.192702,0.0418153,-0.0212273,-0.151031,1.32841e-17
2.211,-0.212372,-0.776695,-0.192624,0.043108,-0.0212167,-0.150696,-2.26364e-17
2.212,-0.212372,-0.776695,-0.192624,0.043108,-0.0212167,-0.150696,-2.26364e-17
2.213,-0.212287,-0.778167,-0.192503,0.0439097,-0.0212041,-0.150586,2.42061e-17
2.214,-0.212287,-0.778167,-0.192503,0.0439097,-0.0212041,-0.150586,2.42061e-17
2.215,-0.212217,-0.77971,-0.192395,0.0448913,-0.021192,-0.150389,1.46446e-17
2.216,-0.212217,-0.77971,-0.192395,0.0448913,-0.021192,-0.150389,1.46446e-17
2.217,-0.212166,-0.781334,-0.192304,0.04607,-0.0211807,-0.150098,-5.1064e-17
2.218,-0.212166,-0.781334,-0.192304,0.04607,-0.0211807,-0.150098,-5.1064e-17
2.219,-0.212099,-0.782872,-0.192199,0.0471066,-0.0211687,-0.149869,-1.53377e-18
2.22,-0.212099,-0.782872,-0.192199,0.0471066,-0.0211687,-0.149869,-1.53377e-18
2.221,-0.212025,-0.784376,-0.192089,0.0481042,-0.0211563,-0.149655,4.66549e-17
2.222,-0.212025,-0.784376,-0.192089,0.0481042,-0.0211563,-0.149655,4.66549e-17
2.223,-0.211873,-0.785482,-0.191911,0.0483065,-0.021141,-0.149807,1.26973e-17
2.224,-0.211873,-0.785482,-0.191911,0.0483065,-0.021141,-0.149807,1.26973e-17
2.225,-0.21177,-0.78681,-0.191776,0.0489977,-0.0211276,-0.14973,2.09372e-17
2.226,-0.21177,-0.78681,-0.191776,0.0489977,-0.0211276,-0.14973,2.09372e-17
2.227,-0.211272,-0.785247,-0.191324,0.044717,-0.0211043,-0.151845,4.71394e-17
2.228,-0.211272,-0.785247,-0.191324,0.044717,-0.0211043,-0.151845,4.71394e-17
2.229,-0.211198,-0.78669,-0.191216,0.0456816,-0.0210924,-0.151636,-1.15556e-18
2.23,-0.211198,-0.78669,-0.191216,0.0456816,-0.0210924,-0.151636,-1.15556e-18
2.231,-0.211233,-0.788532,-0.191206,0.0474059,-0.0210871,-0.151082,-4.57061e-17
2.232,-0.211233,-0.788532,-0.191206,0.0474059,-0.0210871,-0.151082,-4.57061e-17
2.233,-0.211741,-0.793555,-0.191585,0.0547624,-0.0210959,-0.148022,-1.6246e-17
2.234,-0.211741,-0.793555,-0.191585,0.0547624,-0.0210959,-0.148022,-1.6246e-17
2.235,-0.211187,-0.791634,-0.191088,0.0497569,-0.0210717,-0.150472,2.24529e-17
2.236,-0.211187,-0.791634,-0.191088,0.0497569,-0.0210717,-0.150472,2.24529e-17
2.237,-0.211075,-0.792913,-0.190946,0.0505435,-0.0210571,-0.15033,-1.63252e-17
2.238,-0.211075,-0.792913,-0.190946,0.0505435,-0.0210571,-0.15033,-1.63252e-17
2.239,-0.211012,-0.794273,-0.190852,0.0514177,-0.0210474,-0.150156,-2.68009e-18
2.24,-0.211012,-0.794273,-0.190852,0.0514177,-0.0210474,-0.150156,-2.68009e-18
2.241,-0.211025,-0.795998,-0.190824,0.0530786,-0.0210405,-0.149612,6.87198e-18
2.242,-0.211025,-0.795998,-0.190824,0.0530786,-0.0210405,-0.149612,6.87198e-18
2.243,-0.210933,-0.797194,-0.190706,0.0536719,-0.0210297,-0.149563,3.49314e-17
2.244,-0.210933,-0.797194,-0.190706,0.0536719,-0.0210297,-0.149563,3.49314e-17
2.245,-0.210887,-0.798628,-0.190627,0.0548042,-0.0210202,-0.149258,-3.09376e-17
2.246,-0.210887,-0.798628,-0.190627,0.0548042,-0.0210202,-0.149258,-3.09376e-17
2.247,-0.210776,-0.799724,-0.190493,0.0552606,-0.0210084,-0.149265,-2.57088e-18
2.248,-0.210823,-0.801594,-0.190495,0.0574014,-0.0210023,-0.14848,-5.12348e-17
2.249,-0.210823,-0.801594,-0.190495,0.0574014,-0.0210023,-0.14848,-5.12348e-17
2.25,-0.210717,-0.802664,-0.190367,0.0580431,-0.0209901,-0.148375,2.44402e-17
2.251,-0.210717,-0.802664,-0.190367,0.0580431,-0.0209901,-0.148375,2.44402e-17
2.252,-0.210606,-0.803723,-0.190234,0.0587005,-0.0209774,-0.148258,-2.67135e-17
2.253,-0.210606,-0.803723,-0.190234,0.0587005,-0.0209774,-0.148258,-2.67135e-17
2.254,-0.21049,-0.804738,-0.190097,0.0592962,-0.0209645,-0.148167,-1.34902e-17
2.255,-0.21049,-0.804738,-0.190097,0.0592962,-0.0209645,-0.148167,-1.34902e-17
2.256,-0.210366,-0.805705,-0.189955,0.0598203,-0.0209514,-0.148107,-9.84437e-18
2.257,-0.210366,-0.805705,-0.189955,0.0598203,-0.0209514,-0.148107,-9.84437e-18
2.258,-0.210225,-0.806567,-0.189797,0.0601535,-0.0209377,-0.148133,-8.85993e-18
2.259,-0.210225,-0.806567,-0.189797,0.0601535,-0.0209377,-0.148133,-8.85993e-18
2.26,-0.210079,-0.807389,-0.189637,0.0604293,-0.0209241,-0.148182,1.00251e-17
2.261,-0.210079,-0.807389,-0.189637,0.0604293,-0.0209241,-0.148182,1.00251e-17
2.262,-0.209975,-0.808396,-0.189513,0.0611032,-0.0209122,-0.148045,-3.65573e-18
2.263,-0.209975,-0.808396,-0.189513,0.0611032,-0.0209122,-0.148045,-3.65573e-18
2.264,-0.209975,-0.808396,-0.189513,0.0611032,-0.0209122,-0.148045,-3.65573e-18
2.265,-0.20973,-0.808678,-0.189269,0.0603187,-0.0208952,-0.148582,-6.30828e-17
2.266,-0.20973,-0.808678,-0.189269,0.0603187,-0.0208952,-0.148582,-6.30828e-17
2.267,-0.208868,-0.805075,-0.18851,0.0522696,-0.020859,-0.152398,-6.06676e-18
2.268,-0.208868,-0.805075,-0.18851,0.0522696,-0.020859,-0.152398,-6.06676e-18
2.269,-0.208961,-0.807028,-0.188557,0.054928,-0.0208551,-0.151336,-3.53063e-17
2.27,-0.20958,-0.812087,-0.189052,0.0631546,-0.0208724,-0.147793,-1.24126e-17
2.271,-0.20958,-0.812087,-0.189052,0.0631546,-0.0208724,-0.147793,-1.24126e-17
2.272,-0.209577,-0.81342,-0.189022,0.0645526,-0.0208669,-0.147315,2.39785e-17
2.273,-0.209577,-0.81342,-0.189022,0.0645526,-0.0208669,-0.147315,2.39785e-17
2.274,-0.209046,-0.811458,-0.188549,0.0599118,-0.0208433,-0.149546,2.96397e-17
2.275,-0.209046,-0.811458,-0.188549,0.0599118,-0.0208433,-0.149546,2.96397e-17
2.276,-0.20892,-0.812286,-0.18841,0.060398,-0.0208309,-0.149478,2.29162e-17
2.277,-0.20892,-0.812286,-0.18841,0.060398,-0.0208309,-0.149478,2.29162e-17
2.278,-0.208885,-0.813417,-0.188353,0.0614382,-0.0208246,-0.14916,-1.14952e-17
2.279,-0.208885,-0.813417,-0.188353,0.0614382,-0.0208246,-0.14916,-1.14952e-17
2.28,-0.208833,-0.814447,-0.188283,0.0622948,-0.0208178,-0.148925,-2.46952e-17
2.281,-0.208833,-0.814447,-0.188283,0.0622948,-0.0208178,-0.148925,-2.46952e-17
2.282,-0.208779,-0.815467,-0.188211,0.0631664,-0.0208107,-0.148679,-1.15711e-17
