time,x,y,z,xdot,ydot,zdot,xddot,yddot,zddot
4.316309999999999647e+00,4.040718977949320778e-01,1.699576111863820849e-01,1.361666931751520648e-01,-9.225501025340726580e-02,-4.019324105858409352e-02,-4.826538326631438051e-03,5.011707371582946324e-02,1.279494814520828853e-02,8.012404465172134199e-03
4.416680000000000383e+00,3.951397901626986786e-01,1.659967179472000287e-01,1.357290815881591062e-01,-8.571343190887197039e-02,-3.872587057465484012e-02,-3.892686252374595417e-03,6.516908187817879727e-02,1.461836611537238421e-02,9.303302518755447725e-03
4.517050000000000232e+00,3.869101692910893453e-01,1.621911126350455701e-01,1.353898174830700241e-01,-7.825826059751075925e-02,-3.709919521883450061e-02,-2.867006616349663216e-03,7.427055735131803116e-02,1.620540699344054369e-02,1.021811505731311243e-02
4.617420000000000080e+00,3.794941429163974922e-01,1.585485681752712150e-01,1.351455899784913539e-01,-6.950290790603932956e-02,-3.547695250620083729e-02,-1.999122444410458832e-03,8.722333760620400167e-02,1.616124772918431027e-02,8.646111333227381179e-03
4.717780000000000307e+00,3.729928900712926043e-01,1.550674822160767186e-01,1.349803894719055763e-01,-6.003178744078493945e-02,-3.388220332787670458e-02,-1.292427323238238331e-03,9.435402170087517359e-02,1.588734924564246670e-02,7.040299724156801227e-03
4.818150000000000155e+00,3.674485563910082631e-01,1.517381866230242959e-01,1.348766266829242166e-01,-5.043670090873798167e-02,-3.245259407817858294e-02,-7.750020752597962291e-04,9.558900725503725881e-02,1.424217785684825377e-02,5.154738898680805842e-03
4.918499999999999872e+00,3.628568745029719378e-01,1.485433331900608556e-01,1.348191694113463901e-01,-4.105060602536497738e-02,-3.120350052030814586e-02,-3.698096012918326999e-04,9.350697243913293211e-02,1.244382869989872110e-02,4.036643776421194180e-03
5.018909999999999982e+00,3.591803162408787053e-01,1.454626462426408806e-01,1.348006083915538611e-01,-3.220325223115312607e-02,-3.017787545454837100e-02,-1.081662374274351690e-08,8.813987900976021084e-02,1.021757141266181439e-02,3.684041680341254999e-03
5.119180000000000064e+00,3.563543224248507113e-01,1.424721274658166670e-01,1.348212391967529844e-01,-2.410347152391880549e-02,-2.940693810589616389e-02,4.110708276553050019e-04,8.069234125216988296e-02,7.680299241425796695e-03,4.095313382131596062e-03
5.219549999999999912e+00,3.542974521656114817e-01,1.395469553778414251e-01,1.348878835885300165e-01,-1.687879277904808656e-02,-2.887587049740407419e-02,9.167903078969473138e-04,7.197432421815089243e-02,5.290648011512614872e-03,5.038122679183301526e-03
5.320000000000000284e+00,3.529354056818131413e-01,1.366677047473809359e-01,1.350130683019692135e-01,-1.025940358565318941e-02,-2.849197261373936224e-02,1.577461816081520557e-03,6.594425589785224417e-02,3.824500953092612853e-03,6.581799275923668618e-03
5.420359999999999623e+00,3.522090886477816651e-01,1.338246329215503350e-01,1.352130483294870511e-01,-4.212154123307517914e-03,-2.815502321651871392e-02,2.407055100450606559e-03,6.024443560759247529e-02,3.356786649909860795e-03,8.264646516050687050e-03
5.520730000000000359e+00,3.520716006765239880e-01,1.310185674167381742e-01,1.354983151621975690e-01,1.472764824809204114e-03,-2.775463742108603971e-02,3.276765102840441517e-03,5.663479498187488220e-02,3.988758264618071613e-03,8.664300780462578025e-03
5.621069999999999567e+00,3.525100881795573127e-01,1.282648922404814318e-01,1.358553038335351404e-01,7.263912008422751185e-03,-2.711116822268373056e-02,3.836082203013740574e-03,5.769307116726218876e-02,6.410424926240831933e-03,5.572077559463771250e-03
5.721429999999999794e+00,3.535329572744686510e-01,1.255837115410688432e-01,1.362647524245466923e-01,1.311631927096571296e-02,-2.631021583096060726e-02,4.322006670087681288e-03,5.830336166434837986e-02,7.979317719298112052e-03,4.840919073881651616e-03
5.821830000000000283e+00,3.551642325420972801e-01,1.229910893277257611e-01,1.367098273762340499e-01,1.938614600050762860e-02,-2.534667808721297391e-02,4.545922273290453619e-03,6.246181425631731898e-02,9.599039682443157723e-03,2.230711536324174547e-03
5.922220000000000262e+00,3.574512437831257605e-01,1.205030720676239370e-01,1.371677273303378020e-01,2.618157939329057021e-02,-2.422600666809491057e-02,4.577539383613890914e-03,6.769805876313196580e-02,1.116445047731489705e-02,3.149787318745100439e-04
6.022619999999999862e+00,3.604656917828098495e-01,1.181297069775287256e-01,1.376156061189947322e-01,3.388001374593520992e-02,-2.306228240741062252e-02,4.346254817785582224e-03,7.669401362140579326e-02,1.159335524759276190e-02,-2.304123257992536557e-03
6.123009999999999842e+00,3.642910389777214708e-01,1.158685535386154986e-01,1.380272656583251822e-01,4.233840065734454511e-02,-2.199023728694149415e-02,3.855886259366101722e-03,8.426487923169700966e-02,1.068002132716455548e-02,-4.885192387983823027e-03
6.223449999999999704e+00,3.689868552217181463e-01,1.137038578564277952e-01,1.383780333235861137e-01,5.122373898913516049e-02,-2.114040266684868302e-02,3.133010148701083006e-03,8.851829188035478801e-02,8.466296514816680496e-03,-7.201499387844545637e-03
6.323820000000000441e+00,3.746092790792706628e-01,1.116212962583407325e-01,1.386483201334053617e-01,6.080066289936560120e-02,-2.035375062582360159e-02,2.252339475497050058e-03,9.540806600111627345e-02,7.836853519307945132e-03,-8.773494130463030741e-03
6.424210000000000420e+00,3.811717023602128607e-01,1.095981339944206989e-01,1.388149403484444655e-01,6.995282734118227208e-02,-1.995689621994557045e-02,1.067497378712678772e-03,9.117649020737637888e-02,3.953577547838521729e-03,-1.180373719479454325e-02
6.524639999999999773e+00,3.886398037532466376e-01,1.076004957200379086e-01,1.388479411282093623e-01,7.884591373442717543e-02,-1.984519599988978159e-02,-4.099708903724697158e-04,8.859548029341314523e-02,1.112789666840490691e-03,-1.471896315066775589e-02
6.624979999999999869e+00,3.969663442431318190e-01,1.055984111048056812e-01,1.387197549712430866e-01,8.705686090729305993e-02,-2.004548766855752603e-02,-2.144083718164521094e-03,8.179981350416908048e-02,-1.995363116888981565e-03,-1.727572993982211952e-02
6.725380000000000358e+00,4.060704734537105010e-01,1.035625162806703137e-01,1.384113849100010174e-01,9.433903797370388200e-02,-2.051885001923448720e-02,-4.000058478542579607e-03,7.254713900793863246e-02,-4.715771663131466951e-03,-1.848975350481769225e-02
6.825770000000000337e+00,4.158483746971296524e-01,1.014686502748769897e-01,1.379208128511770770e-01,1.004814818359985734e-01,-2.120053878468411077e-02,-5.774380956353461665e-03,6.119278955489394073e-02,-6.791179227889706724e-03,-1.767631001948426206e-02
6.926149999999999807e+00,4.261794595072265213e-01,9.929991893347114851e-02,1.372675804333711447e-01,1.053609850487855493e-01,-2.201050996104180965e-02,-7.240996886529999996e-03,4.861101215192140113e-02,-8.069165441565852998e-03,-1.461084903421820159e-02
7.026539999999999786e+00,4.369346970865245483e-01,9.704720094723566504e-02,1.364921742802959470e-01,1.089325451999395705e-01,-2.287393692968961098e-02,-8.208640622073966678e-03,3.558090779694425554e-02,-8.601707394155420211e-03,-9.639944751751089447e-03
7.126920000000000144e+00,4.479835367839927751e-01,9.470790933487126251e-02,1.356502590602984837e-01,1.112108822665183738e-01,-2.373545260715383826e-02,-8.566161731958642223e-03,2.269744808024795613e-02,-8.582666562558663795e-03,-3.561727958622648918e-03
7.227319999999999744e+00,4.591988720942036251e-01,9.228384120891536258e-02,1.348036500582969199e-01,1.122498994064347749e-01,-2.456307287352697474e-02,-8.302162230356674791e-03,1.035098710093538751e-02,-8.244990744224229770e-03,2.630038842242013453e-03
7.327700000000000102e+00,4.704600636251636825e-01,8.977911780682616694e-02,1.340107291543970458e-01,1.121245479438926912e-01,-2.534247464905231562e-02,-7.496449232376627136e-03,-1.248787264434286434e-03,-7.764624292490562504e-03,8.026744245834563363e-03
7.428090000000000082e+00,4.816543755443316033e-01,8.719900021796371525e-02,1.333187626565694450e-01,1.109173516122158865e-01,-2.606526994957971202e-02,-6.290688665789819986e-03,-1.202643650179683818e-02,-7.200694334048988662e-03,1.201213299769125081e-02
7.528489999999999682e+00,4.926773171094110948e-01,8.454987189087932731e-02,1.327595884073550225e-01,1.087100665912663355e-01,-2.671748423016220494e-02,-4.850620208594085513e-03,-2.198960719914111461e-02,-6.497545946064384355e-03,1.434637548529403388e-02
7.628890000000000171e+00,5.034323697620366467e-01,8.184014681954235315e-02,1.323489064548915850e-01,1.055797790722338286e-01,-2.727263428269896539e-02,-3.332042866392560462e-03,-3.118482312460367847e-02,-5.530564234343600047e-03,1.512850354149639955e-02
7.729309999999999903e+00,5.138313487008935310e-01,7.908124741610664254e-02,1.320886999030856102e-01,1.016154494254749158e-01,-2.769726186365181753e-02,-1.852461908070099274e-03,-3.949379029566243288e-02,-4.230261892982841235e-03,1.474001036750718918e-02
7.829720000000000013e+00,5.237927094697661934e-01,7.628881233721837574e-02,1.319703137486350764e-01,9.686042332992876591e-02,-2.794081833990978703e-02,-5.063318222148071451e-04,-4.737093536644598063e-02,-2.426379553563818691e-03,1.341053445565901399e-02
7.930060000000000109e+00,5.332405924026807353e-01,7.348302503999784574e-02,1.319778204334965122e-01,9.138462213219808450e-02,-2.796329912986530650e-02,6.558993224732969154e-04,-5.455150390450465292e-02,-2.239600848809388022e-04,1.157848039729150909e-02
8.030430000000000845e+00,5.421063231305431884e-01,7.068732907268750199e-02,1.320913599751623035e-01,8.526128846722548504e-02,-2.773975288734155387e-02,1.606327711285269457e-03,-6.100240828169062324e-02,2.227031859178115782e-03,9.468440524231472311e-03
8.130819999999999936e+00,5.503289352990156091e-01,6.792651673044400318e-02,1.322887437954898548e-01,7.857075861276802131e-02,-2.726825775041354788e-02,2.326460882188925456e-03,-6.665297959135162154e-02,4.697169943595192604e-03,7.174173434308502191e-03
8.231189999999999785e+00,5.578559732491932266e-01,6.522427912191382238e-02,1.325459166543492273e-01,7.140226827456183645e-02,-2.657267625344485878e-02,2.797598851759691523e-03,-7.141455917649475182e-02,6.929582608571334054e-03,4.693611739821992174e-03
8.331580000000000652e+00,5.646440552229041732e-01,6.260075402499368225e-02,1.328364065358520196e-01,6.384737535620203797e-02,-2.569994446460330956e-02,2.990288375258676797e-03,-7.526401263523184448e-02,8.694404684798552260e-03,1.919628363766802751e-03
8.431960000000000122e+00,5.706598297137739362e-01,6.007039930391396693e-02,1.331314601186787683e-01,5.601437045126218123e-02,-2.471629617757597347e-02,2.888528657865824766e-03,-7.803464410521629424e-02,9.799386689324856084e-03,-1.013759524903496681e-03
8.532349999999999213e+00,5.758800796446216230e-01,5.764082273239422294e-02,1.334004916348406067e-01,4.799688715361329766e-02,-2.369198273601191493e-02,2.471809774588191923e-03,-7.987247082623272210e-02,1.020450463579203673e-02,-4.151473175764968694e-03
8.632740000000000080e+00,5.802912713992183225e-01,5.531113164706477625e-02,1.336090276848080904e-01,3.989423070659386256e-02,-2.272612038661714004e-02,1.683182246942846677e-03,-8.072099019767597916e-02,9.622198071408967490e-03,-7.856533884278689081e-03
8.733119999999999550e+00,5.838857173418843249e-01,5.307656240491344379e-02,1.337263540318937294e-01,3.172357454066038196e-02,-2.179672050418174703e-02,6.544952727586840751e-04,-8.139842292357227227e-02,9.258948505386221939e-03,-1.024807502361053772e-02
8.833529999999999660e+00,5.866601068037162747e-01,5.092872886455268588e-02,1.337261203889605066e-01,2.355495442509717915e-02,-2.099794845194226378e-02,-6.591505087407154104e-04,-8.137813920513303767e-02,7.957596551279071811e-03,-1.308691648781898538e-02
8.933920000000000528e+00,5.886151043738860889e-01,4.885393561999461232e-02,1.335831616946141220e-01,1.539753991549837851e-02,-2.034142370366326738e-02,-2.189240618406846847e-03,-8.126650574083327250e-02,6.540488063004929950e-03,-1.524319703686241242e-02
